# 0.886416
Q1002223	2	1	Jones	_name_	NNP	PERSON	nsubj	O	O/0.999852	O/0.999852	YES/0.000148
Q1002223	3	7	at	at	IN	O	advmod	O	O/0.999959	O/0.999959	YES/0.000041
Q1002223	3	8	least	least	JJS	O	mwe	O	O/0.999951	O/0.999951	YES/0.000049
Q1002223	3	9	in	in	IN	O	case	O	O/0.999947	O/0.999947	YES/0.000053
Q1002223	3	10	spirit	spirit	NN	O	nmod:in	O	O/0.999957	O/0.999957	YES/0.000043
Q1002223	3	11	,	,	,	O	punct	O	O/0.999982	O/0.999982	YES/0.000018
Q1002223	3	12	and	and	CC	O	cc	O	O/0.999907	O/0.999907	YES/0.000093
Q1002223	3	13	twelve	_num_	CD	NUMBER	nummod_series	O	O/0.898760	O/0.898760	YES/0.101240
Q1002223	3	14	Series	series	NN	O	nsubjpass	O	O/0.999948	O/0.999948	YES/0.000052
Q1002223	3	15	of	of	IN	O	case	O	O/0.999946	O/0.999946	YES/0.000054
Q1002223	3	16	similar	similar	JJ	O	amod	O	O/0.999871	O/0.999871	YES/0.000129
Q1002223	3	17	worlds	world	NNS	O	nmod:of	O	O/0.999937	O/0.999937	YES/0.000063
Q1002223	3	18	have	have	VBP	O	aux	O	O/0.999942	O/0.999942	YES/0.000058
Q1002223	3	19	been	be	VBN	O	auxpass	O	O/0.999956	O/0.999956	YES/0.000044
Q1002223	3	20	labelled	label	VBN	O	conj:and	O	O/0.999883	O/0.999883	YES/0.000117
Q1002223	3	21	in	in	IN	O	case	O	O/0.999937	O/0.999937	YES/0.000063
Q1002223	3	22	the	the	DT	O	det	O	O/0.999964	O/0.999964	YES/0.000036
Q1002223	3	23	English	English	NNP	MISC	nmod:in	O	O/0.999919	O/0.999919	YES/0.000081
Q1002223	3	24	of	of	IN	O	case	O	O/0.999953	O/0.999953	YES/0.000047
Q1002223	3	25	the	the	DT	O	det	O	O/0.999975	O/0.999975	YES/0.000025
Q1002223	3	26	stories	story	NNS	O	nmod:of	O	O/0.999877	O/0.999877	YES/0.000123
Q1002223	3	27	.	.	.	O	punct	O	O/0.999936	O/0.999936	YES/0.000064

# 0.971265
Q1002223	4	0	There	there	EX	O	expl	O	O/0.999773	O/0.999773	YES/0.000227
Q1002223	4	1	are	be	VBP	O	root	O	O/0.999942	O/0.999942	YES/0.000058
Q1002223	4	2	known	known	JJ	O	xcomp	O	O/0.999901	O/0.999901	YES/0.000099
Q1002223	4	3	to	to	TO	O	mark	O	O/0.999939	O/0.999939	YES/0.000061
Q1002223	4	4	be	be	VB	O	cop	O	O/0.999955	O/0.999955	YES/0.000045
Q1002223	4	5	other	other	JJ	O	amod	O	O/0.999991	O/0.999991	YES/0.000009
Q1002223	4	6	worlds	world	NNS	O	xcomp	O	O/0.999900	O/0.999900	YES/0.000100
Q1002223	4	7	with	with	IN	O	case	O	O/0.999802	O/0.999802	YES/0.000198
Q1002223	4	8	British	british	JJ	MISC	amod	O	O/0.999890	O/0.999890	YES/0.000110
Q1002223	4	9	governments	government	NNS	O	nmod:with	O	O/0.999898	O/0.999898	YES/0.000102
Q1002223	4	10	,	,	,	O	punct	O	O/0.999948	O/0.999948	YES/0.000052
Q1002223	4	11	probably	probably	RB	O	advmod	O	O/0.999950	O/0.999950	YES/0.000050
Q1002223	4	12	all	all	DT	O	appos	O	O/0.999937	O/0.999937	YES/0.000063
Q1002223	4	13	of	of	IN	O	case	O	O/0.999806	O/0.999806	YES/0.000194
Q1002223	4	14	series	series	NN	O	nmod:of	O	O/0.999934	O/0.999934	YES/0.000066
Q1002223	4	15	12	_num_	CD	NUMBER	nummod_series	O	O/0.973595	O/0.973595	YES/0.026405
Q1002223	4	16	and	and	CC	O	cc	O	O/0.999909	O/0.999909	YES/0.000091
Q1002223	4	17	some	some	DT	O	det	O	O/0.999898	O/0.999898	YES/0.000102
Q1002223	4	18	others	other	NNS	O	nmod:of	O	O/0.999944	O/0.999944	YES/0.000056
Q1002223	4	19	;	;	:	O	punct	O	O/0.999919	O/0.999919	YES/0.000081
Q1002223	4	20	even	even	RB	O	advmod	O	O/0.999885	O/0.999885	YES/0.000115
Q1002223	4	21	more	more	RBR	O	amod	O	O/0.999950	O/0.999950	YES/0.000050
Q1002223	4	22	worlds	world	NNS	O	nsubj	O	O/0.999960	O/0.999960	YES/0.000040
Q1002223	4	23	have	have	VBP	O	parataxis	O	O/0.999968	O/0.999968	YES/0.000032
Q1002223	4	24	an	a	DT	O	det	O	O/0.999954	O/0.999954	YES/0.000046
Q1002223	4	25	England	England	NNP	LOCATION	dobj	O	O/0.999907	O/0.999907	YES/0.000093
Q1002223	4	26	in	in	IN	O	case	O	O/0.999959	O/0.999959	YES/0.000041
Q1002223	4	27	or	or	CC	O	cc	O	O/0.999889	O/0.999889	YES/0.000111
Q1002223	4	28	near	near	IN	O	conj:or	O	O/0.999881	O/0.999881	YES/0.000119
Q1002223	4	29	Europe	Europe	NNP	LOCATION	nmod:in	O	O/0.999970	O/0.999970	YES/0.000030
Q1002223	4	30	.	.	.	O	punct	O	O/0.999931	O/0.999931	YES/0.000069

# 0.726428
Q1002223	8	0	They	they	PRP	O	nsubj	O	O/0.999774	O/0.999774	YES/0.000226
Q1002223	8	1	may	may	MD	O	aux	O	O/0.999857	O/0.999857	YES/0.000143
Q1002223	8	2	have	have	VB	O	root	O	O/0.999945	O/0.999945	YES/0.000055
Q1002223	8	3	as	as	RB	O	advmod	O	O/0.999869	O/0.999869	YES/0.000131
Q1002223	8	4	many	many	JJ	O	advmod	O	O/0.999818	O/0.999818	YES/0.000182
Q1002223	8	5	as	as	IN	O	advmod	O	O/0.999951	O/0.999951	YES/0.000049
Q1002223	8	6	nine	_num_	CD	NUMBER	nummod_life	O	O/0.974417	O/0.974417	YES/0.025583
Q1002223	8	7	lives	life	NNS	O	dobj	O	O/0.999961	O/0.999961	YES/0.000039
Q1002223	8	8	;	;	:	O	punct	O	O/0.999966	O/0.999966	YES/0.000034
Q1002223	8	9	those	those	DT	O	nsubj	O	O/0.999868	O/0.999868	YES/0.000132
Q1002223	8	10	with	with	IN	O	case	O	O/0.999161	O/0.999161	YES/0.000839
Q1002223	8	11	nine	_num_	CD	NUMBER	nummod_life	O	O/0.746865	O/0.746865	YES/0.253135
Q1002223	8	12	lives	life	NNS	O	nmod:with	O	O/0.999645	O/0.999645	YES/0.000355
Q1002223	8	13	have	have	VBP	O	parataxis	O	O/0.999740	O/0.999740	YES/0.000260
Q1002223	8	14	the	the	DT	O	det	O	O/0.999977	O/0.999977	YES/0.000023
Q1002223	8	15	most	most	RBS	O	advmod	O	O/0.999922	O/0.999922	YES/0.000078
Q1002223	8	16	magic	magic	JJ	O	dobj	O	O/0.999953	O/0.999953	YES/0.000047
Q1002223	8	17	and	and	CC	O	cc	O	O/0.999950	O/0.999950	YES/0.000050
Q1002223	8	18	are	be	VBP	O	cop	O	O/0.999944	O/0.999944	YES/0.000056
Q1002223	8	19	few	few	JJ	O	parataxis	O	O/0.999961	O/0.999961	YES/0.000039
Q1002223	8	20	in	in	IN	O	case	O	O/0.999920	O/0.999920	YES/0.000080
Q1002223	8	21	number	number	NN	O	nmod:in	O	O/0.999880	O/0.999880	YES/0.000120
Q1002223	8	22	.	.	.	O	punct	O	O/0.999903	O/0.999903	YES/0.000097

# 0.922523
Q1002223	9	0	One	_num_	CD	NUMBER	nummod_sort	O	O/0.924123	O/0.924123	YES/0.075877
Q1002223	9	1	crucial	crucial	JJ	O	amod	O	O/0.999870	O/0.999870	YES/0.000130
Q1002223	9	2	sort	sort	NN	O	nsubj	O	O/0.999906	O/0.999906	YES/0.000094
Q1002223	9	3	of	of	IN	O	case	O	O/0.999962	O/0.999962	YES/0.000038
Q1002223	9	4	magic	magic	NN	O	nmod:of	O	O/0.999896	O/0.999896	YES/0.000104
Q1002223	9	5	is	be	VBZ	O	cop	O	O/0.999929	O/0.999929	YES/0.000071
Q1002223	9	6	the	the	DT	O	det	O	O/0.999978	O/0.999978	YES/0.000022
Q1002223	9	7	capability	capability	NN	O	root	O	O/0.999885	O/0.999885	YES/0.000115
Q1002223	9	8	to	to	TO	O	mark	O	O/0.999979	O/0.999979	YES/0.000021
Q1002223	9	9	travel	travel	VB	O	acl:to	O	O/0.999955	O/0.999955	YES/0.000045
Q1002223	9	10	between	between	IN	O	case	O	O/0.999961	O/0.999961	YES/0.000039
Q1002223	9	11	worlds	world	NNS	O	nmod:between	O	O/0.999968	O/0.999968	YES/0.000032
Q1002223	9	12	,	,	,	O	punct	O	O/0.999969	O/0.999969	YES/0.000031
Q1002223	9	13	at	at	IN	O	advmod	O	O/0.999959	O/0.999959	YES/0.000041
Q1002223	9	14	least	least	JJS	O	mwe	O	O/0.999951	O/0.999951	YES/0.000049
Q1002223	9	15	in	in	IN	O	case	O	O/0.999933	O/0.999933	YES/0.000067
Q1002223	9	16	spirit	spirit	NN	O	nmod:in	O	O/0.999904	O/0.999904	YES/0.000096
Q1002223	9	17	--	--	:	O	punct	O	O/0.999909	O/0.999909	YES/0.000091
Q1002223	9	18	at	at	IN	O	case	O	O/0.999958	O/0.999958	YES/0.000042
Q1002223	9	19	least	least	JJS	O	nmod:at	O	O/0.999980	O/0.999980	YES/0.000020
Q1002223	9	20	,	,	,	O	punct	O	O/0.999957	O/0.999957	YES/0.000043
Q1002223	9	21	to	to	TO	O	mark	O	O/0.999989	O/0.999989	YES/0.000011
Q1002223	9	22	travel	travel	VB	O	parataxis	O	O/0.999827	O/0.999827	YES/0.000173
Q1002223	9	23	with	with	IN	O	case	O	O/0.999921	O/0.999921	YES/0.000079
Q1002223	9	24	some	some	DT	O	det	O	O/0.999926	O/0.999926	YES/0.000074
Q1002223	9	25	knowledge	knowledge	NN	O	nmod:with	O	O/0.999924	O/0.999924	YES/0.000076
Q1002223	9	26	and	and	CC	O	cc	O	O/0.999925	O/0.999925	YES/0.000075
Q1002223	9	27	control	control	NN	O	nmod:with	O	O/0.999896	O/0.999896	YES/0.000104
Q1002223	9	28	.	.	.	O	punct	O	O/0.999936	O/0.999936	YES/0.000064

# 0.571410
Q1002223	10	0	There	there	EX	O	expl	O	O/0.999869	O/0.999869	YES/0.000131
Q1002223	10	1	are	be	VBP	O	root	O	O/0.999960	O/0.999960	YES/0.000040
Q1002223	10	2	seven	_num_	CD	NUMBER	nummod_book	O	O/0.981214	O/0.981214	YES/0.018786
Q1002223	10	4	Chrestomanci	_name_	NNP	PERSON	compound	O	O/0.999820	O/0.999820	YES/0.000180
Q1002223	10	4	books	book	NNS	O	nsubj	O	O/0.999955	O/0.999955	YES/0.000045
Q1002223	10	5	:	:	:	O	punct	O	O/0.998451	O/0.998451	YES/0.001549
Q1002223	10	6	six	_num_	CD	NUMBER	nummod_novel	O	O/0.628494	O/0.628494	YES/0.371506
Q1002223	10	7	novels	novel	NNS	O	nsubj	O	O/0.999718	O/0.999718	YES/0.000282
Q1002223	10	8	and	and	CC	O	cc	O	O/0.999929	O/0.999929	YES/0.000071
Q1002223	10	9	a	a	DT	O	det	O	O/0.999866	O/0.999866	YES/0.000134
Q1002223	10	10	collection	collection	NN	O	conj:and	O	O/0.999967	O/0.999967	YES/0.000033
Q1002223	10	11	of	of	IN	O	case	O	O/0.999966	O/0.999966	YES/0.000034
Q1002223	10	12	four	_num_	CD	NUMBER	nummod_story	O	O/0.982038	O/0.982038	YES/0.017962
Q1002223	10	13	stories	story	NNS	O	nmod:of	O	O/0.999972	O/0.999972	YES/0.000028
Q1002223	10	14	subtitled	subtitle	VBD	O	dep	O	O/0.999867	O/0.999867	YES/0.000133
Q1002223	10	15	Four	_num_	CD	NUMBER	nummod_tale	O	O/0.944420	O/0.944420	YES/0.055580
Q1002223	10	16	Tales	tale	NNS	O	dobj	O	O/0.999947	O/0.999947	YES/0.000053
Q1002223	10	17	of	of	IN	O	case	O	O/0.999902	O/0.999902	YES/0.000098
Q1002223	10	18	Chrestomanci	Chrestomanci	NNP	LOCATION	nmod:of	O	O/0.999891	O/0.999891	YES/0.000109
Q1002223	10	19	.	.	.	O	punct	O	O/0.999905	O/0.999905	YES/0.000095

# 0.927092
Q1002223	11	0	Two	_num_	CD	NUMBER	nsubjpass_set	O	O/0.928173	O/0.928173	YES/0.071827
Q1002223	11	1	of	of	IN	O	case	O	O/0.999663	O/0.999663	YES/0.000337
Q1002223	11	2	the	the	DT	O	det	O	O/0.999845	O/0.999845	YES/0.000155
Q1002223	11	3	novels	novel	NNS	O	nmod:of	O	O/0.999932	O/0.999932	YES/0.000068
Q1002223	11	4	are	be	VBP	O	auxpass	O	O/0.999972	O/0.999972	YES/0.000028
Q1002223	11	5	set	set	VBN	O	root	O	O/0.999891	O/0.999891	YES/0.000109
Q1002223	11	6	during	during	IN	O	case	O	O/0.999918	O/0.999918	YES/0.000082
Q1002223	11	7	the	the	DT	O	det	O	O/0.999991	O/0.999991	YES/0.000009
Q1002223	11	8	childhood	childhood	NN	O	nmod:during	O	O/0.999955	O/0.999955	YES/0.000045
Q1002223	11	9	and	and	CC	O	cc	O	O/0.999935	O/0.999935	YES/0.000065
Q1002223	11	10	during	during	IN	O	case	O	O/0.999895	O/0.999895	YES/0.000105
Q1002223	11	11	the	the	DT	O	det	O	O/0.999981	O/0.999981	YES/0.000019
Q1002223	11	12	adolescence	adolescence	NN	O	nmod:during	O	O/0.999940	O/0.999940	YES/0.000060
Q1002223	11	13	of	of	IN	O	case	O	O/0.999953	O/0.999953	YES/0.000047
Q1002223	11	14	Christopher	Christopher	NNP	O	compound	O	O/0.999861	O/0.999861	YES/0.000139
Q1002223	11	15	Chant	Chant	NNP	O	nmod:of	O	O/0.999894	O/0.999894	YES/0.000106
Q1002223	11	16	.	.	.	O	punct	O	O/0.999921	O/0.999921	YES/0.000079

# 0.491700
Q1002223	15	0	The	the	DT	O	det	O	O/0.999937	O/0.999937	YES/0.000063
Q1002223	15	1	other	other	JJ	O	amod	O	O/0.999205	O/0.999205	YES/0.000795
Q1002223	15	2	four	_num_	CD	NUMBER	nummod_novel	O	O/0.942266	O/0.942266	YES/0.057734
Q1002223	15	3	novels	novel	NNS	O	nsubjpass	O	O/0.999958	O/0.999958	YES/0.000042
Q1002223	15	4	and	and	CC	O	cc	O	O/0.999935	O/0.999935	YES/0.000065
Q1002223	15	5	all	all	DT	O	det	O	O/0.999474	O/0.999474	YES/0.000526
Q1002223	15	6	four	_num_	CD	NUMBER	nummod_tale	O	O/0.522636	O/0.522636	YES/0.477364
Q1002223	15	7	tales	tale	NNS	O	conj:and	O	O/0.999314	O/0.999314	YES/0.000686
Q1002223	15	8	are	be	VBP	O	auxpass	O	O/0.999944	O/0.999944	YES/0.000056
Q1002223	15	9	set	set	VBN	O	root	O	O/0.999906	O/0.999906	YES/0.000094
Q1002223	15	10	during	during	IN	O	case	O	O/0.999922	O/0.999922	YES/0.000078
Q1002223	15	11	his	he	PRP$	O	nmod:poss	O	O/0.999937	O/0.999937	YES/0.000063
Q1002223	15	12	tenure	tenure	NN	O	nmod:during	O	O/0.999935	O/0.999935	YES/0.000065
Q1002223	15	13	as	as	IN	O	case	O	O/0.999967	O/0.999967	YES/0.000033
Q1002223	15	15	Chrestomanci	_name_	NNP	PERSON	nmod:as	O	O/0.999979	O/0.999979	YES/0.000021
Q1002223	15	15	,	,	,	O	punct	O	O/0.999980	O/0.999980	YES/0.000020
Q1002223	15	16	and	and	CC	O	cc	O	O/0.999952	O/0.999952	YES/0.000048
Q1002223	15	17	least	least	JJS	O	advmod	O	O/0.999887	O/0.999887	YES/0.000113
Q1002223	15	18	25	25	CD	DURATION	nummod	O	O/0.999892	O/0.999892	YES/0.000108
Q1002223	15	19	years	year	NNS	DURATION	nsubj	O	O/0.999967	O/0.999967	YES/0.000033
Q1002223	15	20	pass	pass	VBP	O	conj:and	O	O/0.999951	O/0.999951	YES/0.000049
Q1002223	15	21	between	between	IN	O	case	O	O/0.999947	O/0.999947	YES/0.000053
Q1002223	15	22	The	the	DT	O	det	O	O/0.999984	O/0.999984	YES/0.000016
Q1002223	15	23	Lives	life	NNS	O	nmod:between	O	O/0.999958	O/0.999958	YES/0.000042
Q1002223	15	24	and	and	CC	O	cc	O	O/0.999943	O/0.999943	YES/0.000057
Q1002223	15	25	Charmed	Charmed	NNP	O	compound	O	O/0.999873	O/0.999873	YES/0.000127
Q1002223	15	26	Life	Life	NNP	O	nmod:between	O	O/0.999929	O/0.999929	YES/0.000071
Q1002223	15	27	.	.	.	O	punct	O	O/0.999922	O/0.999922	YES/0.000078

# 0.700856
Q1002223	17	0	One	_num_	CD	NUMBER	nummod_novel	O	O/0.779783	O/0.779783	YES/0.220217
Q1002223	17	1	novel	novel	NN	O	nsubjpass	O	O/0.999870	O/0.999870	YES/0.000130
Q1002223	17	2	and	and	CC	O	cc	O	O/0.999848	O/0.999848	YES/0.000152
Q1002223	17	3	one	_num_	CD	NUMBER	nummod_tale	O	O/0.899354	O/0.899354	YES/0.100646
Q1002223	17	4	tale	tale	NN	O	conj:and	O	O/0.999951	O/0.999951	YES/0.000049
Q1002223	17	5	can	can	MD	O	aux	O	O/0.999862	O/0.999862	YES/0.000138
Q1002223	17	6	not	not	RB	O	neg	O	O/0.999930	O/0.999930	YES/0.000070
Q1002223	17	7	be	be	VB	O	auxpass	O	O/0.999911	O/0.999911	YES/0.000089
Q1002223	17	8	placed	place	VBN	O	root	O	O/0.999954	O/0.999954	YES/0.000046
Q1002223	17	9	in	in	IN	O	case	O	O/0.999928	O/0.999928	YES/0.000072
Q1002223	17	10	sequence	sequence	NN	O	nmod:in	O	O/0.999891	O/0.999891	YES/0.000109
Q1002223	17	11	.	.	.	O	punct	O	O/0.999920	O/0.999920	YES/0.000080

# 0.610867
Q1002223	20	0	All	all	DT	O	det	O	O/0.998218	O/0.998218	YES/0.001782
Q1002223	20	1	four	_num_	CD	NUMBER	nummod_fiction	O	YES/0.614221	O/0.385779	YES/0.614221
Q1002223	20	2	short	short	JJ	O	amod	O	O/0.998822	O/0.998822	YES/0.001178
Q1002223	20	3	fictions	fiction	NNS	O	nsubjpass	O	O/0.999851	O/0.999851	YES/0.000149
Q1002223	20	4	named	name	VBN	O	acl	O	O/0.999912	O/0.999912	YES/0.000088
Q1002223	20	5	here	here	RB	O	advmod	O	O/0.999932	O/0.999932	YES/0.000068
Q1002223	20	6	are	be	VBP	O	auxpass	O	O/0.999961	O/0.999961	YES/0.000039
Q1002223	20	7	collected	collect	VBN	O	root	O	O/0.999949	O/0.999949	YES/0.000051
Q1002223	20	8	in	in	IN	O	case	O	O/0.999926	O/0.999926	YES/0.000074
Q1002223	20	9	Mixed	Mixed	NNP	O	compound	O	O/0.999929	O/0.999929	YES/0.000071
Q1002223	20	10	Magics	Magics	NNPS	O	nmod:in	O	O/0.999911	O/0.999911	YES/0.000089
Q1002223	20	11	.	.	.	O	punct	O	O/0.999921	O/0.999921	YES/0.000079

# 0.797833
Q1002223	21	0	UK	UK	NNP	LOCATION	compound	O	O/0.999778	O/0.999778	YES/0.000222
Q1002223	21	1	2000	2000	CD	DATE	nummod	O	O/0.999922	O/0.999922	YES/0.000078
Q1002223	21	2	set	set	NN	O	root	O	O/0.999971	O/0.999971	YES/0.000029
Q1002223	21	3	of	of	IN	O	case	O	O/0.999968	O/0.999968	YES/0.000032
Q1002223	21	4	five	_num_	CD	NUMBER	compound_1-5	O	O/0.952214	O/0.952214	YES/0.047786
Q1002223	21	5	#	#	#	MONEY	dep	O	O/0.999899	O/0.999899	YES/0.000101
Q1002223	21	6	1-5	1-5	CD	MONEY	nmod:of	O	O/0.999849	O/0.999849	YES/0.000151
Q1002223	21	7	-LRB-	-lrb-	-LRB-	O	punct	O	O/0.999946	O/0.999946	YES/0.000054
Q1002223	21	8	reissue	reissue	NN	O	dep	O	O/0.999978	O/0.999978	YES/0.000022
Q1002223	21	9	of	of	IN	O	case	O	O/0.999990	O/0.999990	YES/0.000010
Q1002223	21	10	four	_num_	CD	NUMBER	nmod:of_reissue	O	O/0.839621	O/0.839621	YES/0.160379
Q1002223	21	11	with	with	IN	O	acl	O	O/0.999797	O/0.999797	YES/0.000203
Q1002223	21	12	first	_ord_	JJ	ORDINAL	advmod_with	O	O/0.999807	O/0.999807	YES/0.000193
Q1002223	21	13	#	#	#	MONEY	dep	O	O/0.999904	O/0.999904	YES/0.000096
Q1002223	21	14	5	5	LS	MONEY	dep	O	O/0.999930	O/0.999930	YES/0.000070
Q1002223	21	15	-RRB-	-rrb-	-RRB-	O	punct	O	O/0.999919	O/0.999919	YES/0.000081
Q1002223	21	16	branded	brand	VBN	O	dep	O	O/0.999868	O/0.999868	YES/0.000132
Q1002223	21	17	``	``	``	O	punct	O	O/0.999934	O/0.999934	YES/0.000066
Q1002223	21	18	The	the	DT	O	det	O	O/0.999989	O/0.999989	YES/0.000011
Q1002223	21	19	Worlds	world	NNS	O	dobj	O	O/0.999900	O/0.999900	YES/0.000100
Q1002223	21	20	of	of	IN	O	case	O	O/0.999976	O/0.999976	YES/0.000024
Q1002223	21	21	Chrestomanci	Chrestomanci	NNP	O	nmod:of	O	O/0.999881	O/0.999881	YES/0.000119
Q1002223	21	22	''	''	''	O	punct	O	O/0.999817	O/0.999817	YES/0.000183
Q1002223	21	23	by	by	IN	O	case	O	O/0.999982	O/0.999982	YES/0.000018
Q1002223	21	26	Paul_Slater	_name_	NNP	PERSON	compound_nmod:by	O	O/0.999913	O/0.999913	YES/0.000087
Q1002223	21	26	cover	cover	VB	O	amod	O	O/0.999967	O/0.999967	YES/0.000033
Q1002223	21	27	illustrations	illustration	NNS	O	dep	O	O/0.999861	O/0.999861	YES/0.000139
Q1002223	21	28	.	.	.	O	punct	O	O/0.999862	O/0.999862	YES/0.000138

# 0.988878
Q1002223	23	0	US	US	NNP	LOCATION	root	O	O/0.999684	O/0.999684	YES/0.000316
Q1002223	23	1	2000-12	2000-12	CD	DATE	dep	O	O/0.999756	O/0.999756	YES/0.000244
Q1002223	23	2	omnibus	omnibus	JJ	O	dep	O	O/0.999917	O/0.999917	YES/0.000083
Q1002223	23	3	#	#	#	MONEY	dep	O	O/0.999894	O/0.999894	YES/0.000106
Q1002223	23	4	1-4	1-4	CD	MONEY	dep	O	O/0.999912	O/0.999912	YES/0.000088
Q1002223	23	5	The	the	DT	O	det	O	O/0.999962	O/0.999962	YES/0.000038
Q1002223	23	6	Chrestomanci	Chrestomanci	NNP	O	compound	O	O/0.999883	O/0.999883	YES/0.000117
Q1002223	23	7	Quartet	quartet	NN	O	compound	O	O/0.999920	O/0.999920	YES/0.000080
Q1002223	23	8	Ch	ch	NN	O	compound	O	O/0.999905	O/0.999905	YES/0.000095
Q1002223	23	9	Quartet	quartet	NN	O	dep	O	O/0.999914	O/0.999914	YES/0.000086
Q1002223	23	10	2000-12	2000-12	CD	DATE	nummod	O	O/0.999916	O/0.999916	YES/0.000084
Q1002223	23	11	US	US	NNP	LOCATION	dep	O	O/0.999952	O/0.999952	YES/0.000048
Q1002223	23	12	-LSB-	-lsb-	-LRB-	O	punct	O	O/0.999968	O/0.999968	YES/0.000032
Q1002223	23	13	1	_num_	CD	NUMBER	dep_US	O	O/0.990288	O/0.990288	YES/0.009712
Q1002223	23	14	-RSB-	-rsb-	-RRB-	O	punct	O	O/0.999945	O/0.999945	YES/0.000055

# 0.731012
Q1002223	25	0	US	US	NNP	LOCATION	compound	O	O/0.999773	O/0.999773	YES/0.000227
Q1002223	25	1	Chronicles	chronicle	NNS	O	root	O	O/0.999909	O/0.999909	YES/0.000091
Q1002223	25	2	of	of	IN	O	case	O	O/0.999952	O/0.999952	YES/0.000048
Q1002223	25	3	Chrestomanci	Chrestomanci	NNP	LOCATION	nmod:of	O	O/0.999955	O/0.999955	YES/0.000045
Q1002223	25	4	,	,	,	O	punct	O	O/0.999746	O/0.999746	YES/0.000254
Q1002223	25	5	three	_num_	CD	NUMBER	nummod_vol	YES	O/0.731433	O/0.731433	YES/0.268567
Q1002223	25	6	vols	vol	NNS	O	appos	O	O/0.999636	O/0.999636	YES/0.000364
