Q25973,1,13578,Hermann_Hesse,101
Q152384,1,63093,Joan_Mir%C3%B3,102
Q1192,3,23474985,Jean-Baptiste_Lully,103
Q213355,3,59378,John_Dryden,104
Q19133,28,265949,Qianlong_Emperor,105
Q9711,1,42368,Honor%C3%A9_de_Balzac,106
Q504,2,44980,%C3%89mile_Zola,107
Q7322,2,5635,Christopher_Columbus,108
Q7351,2,44887,Robert_Schumann,109
Q39931,4,24546,Pierre-Auguste_Renoir,110
Q9191,1,25525,Ren%C3%A9_Descartes,111
Q25161,3,55490,Roald_Dahl,112
Q7546,8,14626,Ingmar_Bergman,113
Q303,1,9288,Elvis_Presley,114
Q1541,2,6046,Cicero,115
Q9761,38,3107064,Emperor_Xianzong_of_Tang,116
Q7186,2,20408,Marie_Curie,117
Q55796,4,167975,Peter_Ustinov,118
Q10390,4,43715,John_McCain,119
Q160852,4,33954,William_Ewart_Gladstone,120
Q83155,4,9072,Jacques-Louis_David,121
Q11256,2,38301,Fidel_Castro,122
Q36107,4,63747,Muhammad_Ali,123
Q7724,2,49645,August_Strindberg,124
Q2685,5,1806,Arnold_Schwarzenegger,125
Q25351,1,85762,Theodor_Mommsen,126
Q855,3,15641,Joseph_Stalin,127
Q40640,1,26181,Ray_Bradbury,128
Q23685,2,15992,Jimmy_Carter,129
Q47152,1,27885687,Mary_Shelley,130
Q8007,5,10979,Franklin_D._Roosevelt,131
Q39829,3,26954,Stephen_King,132
Q23505,5,11955,George_H._W._Bush,133
Q183713,3,57215,Th%C3%A9ophile_Gautier,134
Q3816,1,52592,George_Sand,135
Q82409,3,29408,Samuel_Taylor_Coleridge,136
Q38337,2,157272,Alexandre_Dumas,137
Q80135,1,8520,Dmitri_Shostakovich,138
Q40912,4,11181,Frank_Sinatra,139
Q5809,1,13623554,Che_Guevara,140
Q9749,21,1932594,Emperor_Suzong_of_Tang,141
Q40904,2,33130,Werner_Heisenberg,142
Q69339,1,21787,Nathaniel_Hawthorne,143
Q2516,1,41901,Helmut_Schmidt,144
Q410,3,6824,Carl_Sagan,145
Q4605,1,44608,Sarah_Bernhardt,146
Q81082,1,48740,Henri_Poincar%C3%A9,147
Q154556,2,17268,Karlheinz_Stockhausen,148
Q47551,3,154239,Titian,149
Q207,2,3414021,George_W._Bush,150
Q317839,11,265950,Yongzheng_Emperor,151
Q2105,3,39764,Jacques_Chirac,152
Q9588,2,25473,Richard_Nixon,153
Q23559,6,19283178,Benito_Mussolini,154
Q45546,1,33925,William_Wordsworth,155
Q39803,2,163278,Mario_Vargas_Llosa,156
Q20875,6,46721,Edward_VII,157
Q7742,16,18553,Louis_XIV_of_France,158
Q9582,4,5030380,Gerald_Ford,159
Q7488,4,1157685,Emperor_Qinzong,160
Q8442,2,22416,Otto_von_Bismarck,161
Q8027,4,20076,Martin_Luther_King_Jr.,162
Q8704,1,32917,Walt_Disney,163
Q296,2,6548,Claude_Monet,164
Q7747,2,32817,Vladimir_Putin,165
Q167654,6,46089,Frans_Hals,166
Q868,1,308,Aristotle,167
Q2643,1,12731,George_Harrison,168
Q5284,3,3747,Bill_Gates,169
Q318462,1,10393,Edward_Bulwer-Lytton,170
Q171411,9,22680,Oda_Nobunaga,171
Q218679,1,6928,Colette,172
Q301,1,140639,El_Greco,173
Q184226,1,12557,Gilles_Deleuze,174
Q47595,12,66789,Alfonso_X_of_Castile,175
Q9957,41,163029,Hongwu_Emperor,176
Q83233,2,16252,Jacques_Cousteau,177
Q40096,2,154698,Will_Smith,178
Q152880,1,158366,Iannis_Xenakis,179
Q7604,1,17902,Leonhard_Euler,180
Q201732,2,39345,Robert_Graves,181
Q7346,1,53536,John_Coltrane,182
Q127417,1,48596,Douglas_MacArthur,183
Q80596,1,2310,Arthur_Miller,184
Q43523,1,230776,Gerhart_Hauptmann,185
Q9682,4,12153654,Elizabeth_II,186
Q310791,3,303688,Jules_Michelet,187
Q409,8,8239846,Bob_Marley,188
Q228546,3,79500,Alphonse_Daudet,189
Q43203,5,43373,Clint_Eastwood,190
Q2599,5,13736167,Paul_McCartney,191
Q122972,1,18023,Louis_Agassiz,192
Q76343,7,148301,Otto_von_Habsburg,193
Q49074,2,16861,Kurt_Vonnegut,194
Q9181,8,1436,Abraham,195
Q7374,1,808,Alfred_Hitchcock,196
Q9161,1,16567,Josip_Broz_Tito,197
Q25089,4,32901,Woody_Allen,198
Q151509,45,184236,Ibn_Saud,199
Q324539,1,543969,Sam_Sheppard,200
Q1894411,8,25664966,Marcus_Wallenberg_(born_1956),201
Q3288389,1,3055932,Tracie_Savage,202
Q1301476,3,1318924,Sunil_Mittal,203
Q454245,2,12438594,Alan_Kelly_(politician),204
Q13575319,6,25069694,William_Jasper_Kerr,205
Q7072169,2,33115311,O._S._Manian,206
Q4709994,2,32411603,Albert_D._Bosson,207
Q2442673,5,1387368,Tony_Killeen,208
Q6779107,11,16486507,Mary_Bradbury,209
Q5524863,5,2190442,Gary_Cohen,210
Q12958427,2,44091709,Mihael_Zmajlović,211
Q4719471,5,2553780,Alexander_MacEwen,212
Q7383878,4,5384883,Ryan_Bennett_(sportscaster),213
Q5446263,2,31970362,Fiach_Mac_Conghail,214
Q4755023,3,1206694,Andrea_Coote,215
Q15052269,3,40117306,Benjamin_B._Wagner,216
Q5085069,3,25574817,Charlie_Jacobs,217
Q3115393,1,20287561,Grant_Haskin,218
Q121033,2,3659271,Urs_Schwarzenbach,219
