Q83326,2,4527,[1;2],B%C3%A9la_Bart%C3%B3k,82
Q6294,1,5043192,[1;2;3;100;92],Hillary_Clinton,83
Q7085,4,21210,[1],Niels_Bohr,84
Q42,1,8091,[1;2;4;3;5;6],Douglas_Adams,85
Q25310,11,21131695,[2;1],Robert_F._Kennedy,86
Q34743,2,26308,[1;2;3],Rudyard_Kipling,87
Q392,2,4637590,[1;2;3;4;7;100],Bob_Dylan,88
Q7489,3,1159465,[],Emperor_Gaozong_of_Song,89
Q8023,5,21492751,[1;2;4],Nelson_Mandela,90
Q11758,3,18100,[],L._L._Zamenhof,91
Q1124,1,3356,[1;2],Bill_Clinton,92
Q33866,6,30535,[1;2;4;3],Theodore_Roosevelt,93
Q6882,1,15600,[1;2;3],James_Joyce,94
Q42544,4,30479,[1],Thomas_More,95
Q2038,3,37998,[2;1;3;4],Fran%C3%A7ois_Mitterrand,96
Q76428,1,58237,[1;3;6],Carl_Philipp_Emanuel_Bach,97
Q93284,1,63135,[1;12;2],Marc_Chagall,98
Q42775,7,11983070,[1;2;3;4],Johnny_Cash,99
Q83158,1,15837,[1],Jean_Cocteau,100
Q25973,1,13578,[1],Hermann_Hesse,101
Q152384,1,63093,[1],Joan_Mir%C3%B3,102
Q1192,3,23474985,[1;3],Jean-Baptiste_Lully,103
Q213355,3,59378,[],John_Dryden,104
Q19133,28,265949,[2;1],Qianlong_Emperor,105
Q9711,1,42368,[1],Honor%C3%A9_de_Balzac,106
Q504,2,44980,[],%C3%89mile_Zola,107
Q7322,2,5635,[1;2;3;4],Christopher_Columbus,108
Q7351,2,44887,[1;2;4],Robert_Schumann,109
Q39931,4,24546,[1],Pierre-Auguste_Renoir,110
Q9191,1,25525,[1;2;3],Ren%C3%A9_Descartes,111
Q25161,3,55490,[1;4;5],Roald_Dahl,112
Q7546,8,14626,[1;2;3],Ingmar_Bergman,113
Q303,1,9288,[1;2;3;10;4;5;6;100],Elvis_Presley,114
Q1541,2,6046,[1;2],Cicero,115
Q9761,38,3107064,[805;2;806],Emperor_Xianzong_of_Tang,116
Q7186,2,20408,[2;1],Marie_Curie,117
Q55796,4,167975,[1;3],Peter_Ustinov,118
Q10390,4,43715,[1;2;5],John_McCain,119
Q160852,4,33954,[1;2],William_Ewart_Gladstone,120
Q83155,4,9072,[1;3],Jacques-Louis_David,121
Q11256,2,38301,[1;2;3],Fidel_Castro,122
Q36107,4,63747,[1;2;3;4;7;6],Muhammad_Ali,123
Q7724,2,49645,[1;2],August_Strindberg,124
Q2685,5,1806,[1;2;3;15],Arnold_Schwarzenegger,125
Q25351,1,85762,[1],Theodor_Mommsen,126
Q855,3,15641,[1;2;7;1000000;4;4000000],Joseph_Stalin,127
Q40640,1,26181,[451;1;2;4],Ray_Bradbury,128
Q23685,2,15992,[1;2;3],Jimmy_Carter,129
Q47152,1,27885687,[1;2],Mary_Shelley,130
Q8007,5,10979,[1;2;4;6],Franklin_D._Roosevelt,131
Q39829,3,26954,[1;3;2;5],Stephen_King,132
Q23505,5,11955,[1;2;4],George_H._W._Bush,133
Q183713,3,57215,[],Th%C3%A9ophile_Gautier,134
Q3816,1,52592,[],George_Sand,135
Q82409,3,29408,[1;2],Samuel_Taylor_Coleridge,136
Q38337,2,157272,[4;3],Alexandre_Dumas,137
Q80135,1,8520,[1;2;3],Dmitri_Shostakovich,138
Q40912,4,11181,[1;2;3;4;10],Frank_Sinatra,139
Q5809,1,13623554,[1;2;5],Che_Guevara,140
Q9749,21,1932594,[1;762],Emperor_Suzong_of_Tang,141
Q40904,2,33130,[1;2;3],Werner_Heisenberg,142
Q69339,1,21787,[1],Nathaniel_Hawthorne,143
Q2516,1,41901,[1],Helmut_Schmidt,144
Q410,3,6824,[1;2],Carl_Sagan,145
Q4605,1,44608,[1],Sarah_Bernhardt,146
Q81082,1,48740,[1;2],Henri_Poincar%C3%A9,147
Q154556,2,17268,[1;2;4;3;7;6],Karlheinz_Stockhausen,148
Q47551,3,154239,[1;2],Titian,149
Q207,2,3414021,[1;2;3],George_W._Bush,150
Q317839,11,265950,[],Yongzheng_Emperor,151
Q2105,3,39764,[2;1],Jacques_Chirac,152
Q9588,2,25473,[1;2],Richard_Nixon,153
Q23559,6,19283178,[1;2;3],Benito_Mussolini,154
Q45546,1,33925,[1;2],William_Wordsworth,155
Q39803,2,163278,[1;2],Mario_Vargas_Llosa,156
Q20875,6,46721,[1;2],Edward_VII,157
Q7742,16,18553,[1;2;3;4],Louis_XIV_of_France,158
Q9582,4,5030380,[1;2;3],Gerald_Ford,159
Q7488,4,1157685,[],Emperor_Qinzong,160
Q8442,2,22416,[1;2;3],Otto_von_Bismarck,161
Q8027,4,20076,[1;6],Martin_Luther_King_Jr.,162
Q8704,1,32917,[1;2;4;7],Walt_Disney,163
Q296,2,6548,[2],Claude_Monet,164
Q7747,2,32817,[1;3;2],Vladimir_Putin,165
Q167654,6,46089,[1;3],Frans_Hals,166
Q868,1,308,[1;2;3],Aristotle,167
Q2643,1,12731,[1;2;3;4;9],George_Harrison,168
Q5284,3,3747,[1;4],Bill_Gates,169
Q318462,1,10393,[],Edward_Bulwer-Lytton,170
Q171411,9,22680,[1;2;3],Oda_Nobunaga,171
Q218679,1,6928,[],Colette,172
Q301,1,140639,[1;3;2],El_Greco,173
Q184226,1,12557,[1;2],Gilles_Deleuze,174
Q47595,12,66789,[1],Alfonso_X_of_Castile,175
Q9957,41,163029,[1],Hongwu_Emperor,176
Q83233,2,16252,[2;1],Jacques_Cousteau,177
Q40096,2,154698,[2;3],Will_Smith,178
Q152880,1,158366,[1],Iannis_Xenakis,179
Q7604,1,17902,[2;1;5],Leonhard_Euler,180
Q201732,2,39345,[],Robert_Graves,181
Q7346,1,53536,[1;2],John_Coltrane,182
Q127417,1,48596,[1;3;2;5;4;9],Douglas_MacArthur,183
Q80596,1,2310,[1],Arthur_Miller,184
Q43523,1,230776,[],Gerhart_Hauptmann,185
Q9682,4,12153654,[2;1],Elizabeth_II,186
Q310791,3,303688,[1],Jules_Michelet,187
Q409,8,8239846,[1;2;4],Bob_Marley,188
Q228546,3,79500,[],Alphonse_Daudet,189
Q43203,5,43373,[1;2;3;4],Clint_Eastwood,190
Q2599,5,13736167,[1;2;3;5],Paul_McCartney,191
Q122972,1,18023,[2;1],Louis_Agassiz,192
Q76343,7,148301,[],Otto_von_Habsburg,193
Q49074,2,16861,[1;5;3;2;14],Kurt_Vonnegut,194
Q9181,8,1436,[3;2;1],Abraham,195
Q7374,1,808,[1;2;3;5],Alfred_Hitchcock,196
Q9161,1,16567,[1;2;6],Josip_Broz_Tito,197
Q25089,4,32901,[1;2;3;4],Woody_Allen,198
Q151509,45,184236,[],Ibn_Saud,199
Q324539,1,543969,[2],Sam_Sheppard,200
Q1894411,8,25664966,[],Marcus_Wallenberg_(born_1956),201
Q3288389,1,3055932,[],Tracie_Savage,202
Q1301476,3,1318924,[],Sunil_Mittal,203
Q454245,2,12438594,[],Alan_Kelly_(politician),204
Q13575319,6,25069694,[],William_Jasper_Kerr,205
Q7072169,2,33115311,[],O._S._Manian,206
Q4709994,2,32411603,[],Albert_D._Bosson,207
Q2442673,5,1387368,[],Tony_Killeen,208
Q6779107,11,16486507,[],Mary_Bradbury,209
Q5524863,5,2190442,[],Gary_Cohen,210
Q12958427,2,44091709,[],Mihael_Zmajlović,211
Q4719471,5,2553780,[],Alexander_MacEwen,212
Q7383878,4,5384883,[],Ryan_Bennett_(sportscaster),213
Q5446263,2,31970362,[],Fiach_Mac_Conghail,214
Q4755023,3,1206694,[],Andrea_Coote,215
Q15052269,3,40117306,[],Benjamin_B._Wagner,216
Q5085069,3,25574817,[],Charlie_Jacobs,217
Q3115393,1,20287561,[],Grant_Haskin,218
Q121033,2,3659271,[],Urs_Schwarzenbach,219
