wikidataURL,wikipediaURL
http://www.wikidata.org/entity/Q2982824,https://en.wikipedia.org/wiki/Albertas%20Manvydas
http://www.wikidata.org/entity/Q3703134,https://en.wikipedia.org/wiki/David%20Carnegie%2C%205th%20Earl%20of%20Northesk
http://www.wikidata.org/entity/Q1165052,https://en.wikipedia.org/wiki/Gretl%20Braun
http://www.wikidata.org/entity/Q1562890,https://en.wikipedia.org/wiki/Mir-Jam
http://www.wikidata.org/entity/Q3032788,https://en.wikipedia.org/wiki/Djamila%20Boupacha
http://www.wikidata.org/entity/Q3179580,https://en.wikipedia.org/wiki/Joan%20Evans%20%28art%20historian%29
http://www.wikidata.org/entity/Q4684366,https://en.wikipedia.org/wiki/Adolph%20John%20II%2C%20Count%20Palatine%20of%20Kleeburg
http://www.wikidata.org/entity/Q5084033,https://en.wikipedia.org/wiki/Charles%20de%20Salis
http://www.wikidata.org/entity/Q5312787,https://en.wikipedia.org/wiki/Duke%20Gordon
http://www.wikidata.org/entity/Q4390024,https://en.wikipedia.org/wiki/Emmy%20Rappe
http://www.wikidata.org/entity/Q4953051,https://en.wikipedia.org/wiki/Signe%20Hebbe
http://www.wikidata.org/entity/Q4959294,https://en.wikipedia.org/wiki/Thekla%20Kn%C3%B6s
http://www.wikidata.org/entity/Q4979129,https://en.wikipedia.org/wiki/Alexandra%20Skoglund
http://www.wikidata.org/entity/Q5503563,https://en.wikipedia.org/wiki/Frideborg%20Winblad
http://www.wikidata.org/entity/Q6001165,https://en.wikipedia.org/wiki/Ilse%20Braun
http://www.wikidata.org/entity/Q6200457,https://en.wikipedia.org/wiki/Jules%20Sylvain
http://www.wikidata.org/entity/Q4820946,https://en.wikipedia.org/wiki/Augusta%20Lundin
http://www.wikidata.org/entity/Q5820437,https://en.wikipedia.org/wiki/Johan%20Fredrik%20H%C3%B6ckert
http://www.wikidata.org/entity/Q4956710,https://en.wikipedia.org/wiki/Brandir
http://www.wikidata.org/entity/Q4681673,https://en.wikipedia.org/wiki/Adelaide%20Anne%20Procter
http://www.wikidata.org/entity/Q4956862,https://en.wikipedia.org/wiki/Klara%20Johanson
http://www.wikidata.org/entity/Q935,https://en.wikipedia.org/wiki/Isaac%20Newton
http://www.wikidata.org/entity/Q762,https://en.wikipedia.org/wiki/Leonardo%20da%20Vinci
http://www.wikidata.org/entity/Q619,https://en.wikipedia.org/wiki/Nicolaus%20Copernicus
http://www.wikidata.org/entity/Q905,https://en.wikipedia.org/wiki/Franz%20Kafka
http://www.wikidata.org/entity/Q9191,https://en.wikipedia.org/wiki/Ren%C3%A9%20Descartes
http://www.wikidata.org/entity/Q17308949,https://en.wikipedia.org/wiki/William%20Joseph%20Denison
http://www.wikidata.org/entity/Q17479274,https://en.wikipedia.org/wiki/William%20Kay%20%28scholar%29
http://www.wikidata.org/entity/Q9358,https://en.wikipedia.org/wiki/Friedrich%20Nietzsche
http://www.wikidata.org/entity/Q9391,https://en.wikipedia.org/wiki/Ludwig%20Wittgenstein
http://www.wikidata.org/entity/Q9381,https://en.wikipedia.org/wiki/Adam%20Smith
http://www.wikidata.org/entity/Q16975,https://en.wikipedia.org/wiki/Pope%20Paul%20VI
http://www.wikidata.org/entity/Q1267,https://en.wikipedia.org/wiki/Dag%20Hammarskj%C3%B6ld
http://www.wikidata.org/entity/Q9200,https://en.wikipedia.org/wiki/Paul%20the%20Apostle
http://www.wikidata.org/entity/Q11779393,https://en.wikipedia.org/wiki/Michael%20of%20Hungary
http://www.wikidata.org/entity/Q6254498,https://en.wikipedia.org/wiki/John%20Reeves%20%28activist%29
http://www.wikidata.org/entity/Q16322530,https://en.wikipedia.org/wiki/Ingeborg%20W%C3%A6rn%20Bugge
http://www.wikidata.org/entity/Q16596421,https://en.wikipedia.org/wiki/Maria%20Stenkula
http://www.wikidata.org/entity/Q6204593,https://en.wikipedia.org/wiki/Joachim%20Lubomirski
http://www.wikidata.org/entity/Q6212638,https://en.wikipedia.org/wiki/Joe%20Thomas%20%28Alaska%20politician%29
http://www.wikidata.org/entity/Q7635806,https://en.wikipedia.org/wiki/Sukhlal%20Sanghvi
http://www.wikidata.org/entity/Q7981004,https://en.wikipedia.org/wiki/Weligama%20Sri%20Sumangala
http://www.wikidata.org/entity/Q15262812,https://en.wikipedia.org/wiki/Lars%20Castellucci
http://www.wikidata.org/entity/Q15650273,https://en.wikipedia.org/wiki/Vallabh%20Bhatt
http://www.wikidata.org/entity/Q989,https://en.wikipedia.org/wiki/Pope%20John%20Paul%20II
http://www.wikidata.org/entity/Q25328,https://en.wikipedia.org/wiki/Antoni%20Gaud%C3%AD
http://www.wikidata.org/entity/Q30578,https://en.wikipedia.org/wiki/Pope%20Urban%20II
http://www.wikidata.org/entity/Q23810,https://en.wikipedia.org/wiki/Alfred%20Nobel
http://www.wikidata.org/entity/Q1290,https://en.wikipedia.org/wiki/Blaise%20Pascal
http://www.wikidata.org/entity/Q26206,https://en.wikipedia.org/wiki/Klaus%20Ernst
http://www.wikidata.org/entity/Q26702,https://en.wikipedia.org/wiki/Cardinal%20Richelieu
http://www.wikidata.org/entity/Q6512,https://en.wikipedia.org/wiki/S%C3%B8ren%20Kierkegaard
http://www.wikidata.org/entity/Q5582,https://en.wikipedia.org/wiki/Vincent%20van%20Gogh
http://www.wikidata.org/entity/Q2604,https://en.wikipedia.org/wiki/Pope%20Pius%20XII
http://www.wikidata.org/entity/Q37103,https://en.wikipedia.org/wiki/Florence%20Nightingale
http://www.wikidata.org/entity/Q37278,https://en.wikipedia.org/wiki/Pope%20John%20Paul%20I
http://www.wikidata.org/entity/Q23873,https://en.wikipedia.org/wiki/Pope%20John%20XXIII
http://www.wikidata.org/entity/Q5928,https://en.wikipedia.org/wiki/Jimi%20Hendrix
http://www.wikidata.org/entity/Q5673,https://en.wikipedia.org/wiki/Hans%20Christian%20Andersen
http://www.wikidata.org/entity/Q6694,https://en.wikipedia.org/wiki/Alexander%20von%20Humboldt
http://www.wikidata.org/entity/Q9513,https://en.wikipedia.org/wiki/A.%20P.%20J.%20Abdul%20Kalam
http://www.wikidata.org/entity/Q12325,https://en.wikipedia.org/wiki/James%20Buchanan
http://www.wikidata.org/entity/Q43689,https://en.wikipedia.org/wiki/Ambrose
http://www.wikidata.org/entity/Q5592,https://en.wikipedia.org/wiki/Michelangelo
http://www.wikidata.org/entity/Q37970,https://en.wikipedia.org/wiki/Gregor%20Mendel
http://www.wikidata.org/entity/Q4443,https://en.wikipedia.org/wiki/Pope%20Pius%20VIII
http://www.wikidata.org/entity/Q4448,https://en.wikipedia.org/wiki/Pope%20Benedict%20XV
http://www.wikidata.org/entity/Q43399,https://en.wikipedia.org/wiki/Andrew%20the%20Apostle
http://www.wikidata.org/entity/Q7207,https://en.wikipedia.org/wiki/Elizabeth%20I%20of%20England
http://www.wikidata.org/entity/Q43720,https://en.wikipedia.org/wiki/Pope%20Pius%20IX
http://www.wikidata.org/entity/Q43706,https://en.wikipedia.org/wiki/John%20Chrysostom
http://www.wikidata.org/entity/Q43727,https://en.wikipedia.org/wiki/Pope%20Leo%20XII
http://www.wikidata.org/entity/Q43600,https://en.wikipedia.org/wiki/Matthew%20the%20Apostle
http://www.wikidata.org/entity/Q43734,https://en.wikipedia.org/wiki/Pope%20Gregory%20XVI
http://www.wikidata.org/entity/Q4583,https://en.wikipedia.org/wiki/Anne%20Frank
http://www.wikidata.org/entity/Q44011,https://en.wikipedia.org/wiki/Gregory%20of%20Nazianzus
http://www.wikidata.org/entity/Q42323,https://en.wikipedia.org/wiki/Pope%20Pius%20XI
http://www.wikidata.org/entity/Q44269,https://en.wikipedia.org/wiki/Saint%20Nicholas
http://www.wikidata.org/entity/Q43739,https://en.wikipedia.org/wiki/Pope%20Pius%20X
http://www.wikidata.org/entity/Q44519,https://en.wikipedia.org/wiki/Selma%20Lagerl%C3%B6f
http://www.wikidata.org/entity/Q44197,https://en.wikipedia.org/wiki/Maximilien%20Robespierre
http://www.wikidata.org/entity/Q42827,https://en.wikipedia.org/wiki/Pope%20Gregory%20I
http://www.wikidata.org/entity/Q44281,https://en.wikipedia.org/wiki/Ignatius%20of%20Loyola
http://www.wikidata.org/entity/Q43922,https://en.wikipedia.org/wiki/Pope%20Leo%20XIII
http://www.wikidata.org/entity/Q46599,https://en.wikipedia.org/wiki/Mikhail%20Lermontov
http://www.wikidata.org/entity/Q44248,https://en.wikipedia.org/wiki/Jerome
http://www.wikidata.org/entity/Q47149,https://en.wikipedia.org/wiki/Pope%20Sylvester%20I
http://www.wikidata.org/entity/Q47144,https://en.wikipedia.org/wiki/Pope%20Linus
http://www.wikidata.org/entity/Q42831,https://en.wikipedia.org/wiki/Ivan%20Turgenev
http://www.wikidata.org/entity/Q43939,https://en.wikipedia.org/wiki/Anselm%20of%20Canterbury
http://www.wikidata.org/entity/Q43954,https://en.wikipedia.org/wiki/Pope%20Leo%20I
http://www.wikidata.org/entity/Q44258,https://en.wikipedia.org/wiki/Basil%20of%20Caesarea
http://www.wikidata.org/entity/Q44265,https://en.wikipedia.org/wiki/Benedict%20of%20Nursia
http://www.wikidata.org/entity/Q49237,https://en.wikipedia.org/wiki/Pope%20Leo%20X
http://www.wikidata.org/entity/Q7294,https://en.wikipedia.org/wiki/Johannes%20Brahms
http://www.wikidata.org/entity/Q43999,https://en.wikipedia.org/wiki/James%2C%20son%20of%20Zebedee
http://www.wikidata.org/entity/Q42887,https://en.wikipedia.org/wiki/Pope%20Clement%20I
http://www.wikidata.org/entity/Q70991,https://en.wikipedia.org/wiki/Hildegard%20of%20Bingen
http://www.wikidata.org/entity/Q77684,https://en.wikipedia.org/wiki/Sevim%20Da%C4%9Fdelen
http://www.wikidata.org/entity/Q80516,https://en.wikipedia.org/wiki/Pope%20Julius%20II
http://www.wikidata.org/entity/Q80450,https://en.wikipedia.org/wiki/Pope%20Anacletus
http://www.wikidata.org/entity/Q56189,https://en.wikipedia.org/wiki/Lise%20Meitner
http://www.wikidata.org/entity/Q57074,https://en.wikipedia.org/wiki/Nelly%20Sachs
http://www.wikidata.org/entity/Q81018,https://en.wikipedia.org/wiki/Judas%20Iscariot
http://www.wikidata.org/entity/Q8018,https://en.wikipedia.org/wiki/Augustine%20of%20Hippo
http://www.wikidata.org/entity/Q83029,https://en.wikipedia.org/wiki/Pope%20Gregory%20XIII
http://www.wikidata.org/entity/Q82083,https://en.wikipedia.org/wiki/John%20Keats
http://www.wikidata.org/entity/Q60059,https://en.wikipedia.org/wiki/Albertus%20Magnus
http://www.wikidata.org/entity/Q95515,https://en.wikipedia.org/wiki/Klaus%20Barthel
http://www.wikidata.org/entity/Q108316,https://en.wikipedia.org/wiki/Pope%20Alexander%20VI
http://www.wikidata.org/entity/Q120564,https://en.wikipedia.org/wiki/Empress%20Meish%C5%8D
http://www.wikidata.org/entity/Q124754,https://en.wikipedia.org/wiki/Pope%20Pius%20VII
http://www.wikidata.org/entity/Q111160,https://en.wikipedia.org/wiki/Reinhard%20Brandl
http://www.wikidata.org/entity/Q125631,https://en.wikipedia.org/wiki/Pope%20Urban%20I
http://www.wikidata.org/entity/Q128019,https://en.wikipedia.org/wiki/Pope%20Pius%20VI
http://www.wikidata.org/entity/Q126711,https://en.wikipedia.org/wiki/Pope%20Benedict%20XIV
http://www.wikidata.org/entity/Q131018,https://en.wikipedia.org/wiki/Fran%C3%A7ois%20Rabelais
http://www.wikidata.org/entity/Q131149,https://en.wikipedia.org/wiki/Henry%20David%20Thoreau
http://www.wikidata.org/entity/Q128076,https://en.wikipedia.org/wiki/Pope%20Innocent%20III
http://www.wikidata.org/entity/Q133001,https://en.wikipedia.org/wiki/Pope%20Paul%20III
http://www.wikidata.org/entity/Q133063,https://en.wikipedia.org/wiki/Pope%20Gregory%20VII
http://www.wikidata.org/entity/Q151781,https://en.wikipedia.org/wiki/Ivan%20VI%20of%20Russia
http://www.wikidata.org/entity/Q154759,https://en.wikipedia.org/wiki/Sven%20Hedin
http://www.wikidata.org/entity/Q160333,https://en.wikipedia.org/wiki/Prosper%20M%C3%A9rim%C3%A9e
http://www.wikidata.org/entity/Q160369,https://en.wikipedia.org/wiki/Pope%20Callixtus%20III
http://www.wikidata.org/entity/Q166092,https://en.wikipedia.org/wiki/Camillo%20Benso%2C%20Count%20of%20Cavour
http://www.wikidata.org/entity/Q188411,https://en.wikipedia.org/wiki/Bernard%20of%20Clairvaux
http://www.wikidata.org/entity/Q230525,https://en.wikipedia.org/wiki/Empress%20Go-Sakuramachi
http://www.wikidata.org/entity/Q451330,https://en.wikipedia.org/wiki/Ivan%20Matveyevich%20Vinogradov
http://www.wikidata.org/entity/Q317382,https://en.wikipedia.org/wiki/Christer%20Fuglesang
http://www.wikidata.org/entity/Q313596,https://en.wikipedia.org/wiki/Leslie%20Cheung
http://www.wikidata.org/entity/Q331497,https://en.wikipedia.org/wiki/Jack%20Parsons%20%28rocket%20engineer%29
http://www.wikidata.org/entity/Q287869,https://en.wikipedia.org/wiki/%C3%89ric%20Aumonier%20%28bishop%29
http://www.wikidata.org/entity/Q275600,https://en.wikipedia.org/wiki/Alice%20Hamilton
http://www.wikidata.org/entity/Q310788,https://en.wikipedia.org/wiki/Aleksandr%20Lyapunov
http://www.wikidata.org/entity/Q311374,https://en.wikipedia.org/wiki/Alexander%20Ovechkin
http://www.wikidata.org/entity/Q304262,https://en.wikipedia.org/wiki/Hannie%20van%20Leeuwen
http://www.wikidata.org/entity/Q311789,https://en.wikipedia.org/wiki/Ibrahim%20Pasha%20of%20Egypt
http://www.wikidata.org/entity/Q238443,https://en.wikipedia.org/wiki/Ellen%20Key
http://www.wikidata.org/entity/Q235343,https://en.wikipedia.org/wiki/Empress%20Gensh%C5%8D
http://www.wikidata.org/entity/Q232955,https://en.wikipedia.org/wiki/Empress%20K%C5%8Dken
http://www.wikidata.org/entity/Q263067,https://en.wikipedia.org/wiki/Evelyn%20Beatrice%20Hall
http://www.wikidata.org/entity/Q428967,https://en.wikipedia.org/wiki/Pamela%20Courson
http://www.wikidata.org/entity/Q440427,https://en.wikipedia.org/wiki/Maria%20Aurora%20von%20K%C3%B6nigsmarck
http://www.wikidata.org/entity/Q357046,https://en.wikipedia.org/wiki/Emperor%20Rokuj%C5%8D
http://www.wikidata.org/entity/Q357273,https://en.wikipedia.org/wiki/Emperor%20Seinei
http://www.wikidata.org/entity/Q350420,https://en.wikipedia.org/wiki/Salomon%20August%20Andr%C3%A9e
http://www.wikidata.org/entity/Q365594,https://en.wikipedia.org/wiki/Oskar%20Andersson
