Q4306762,Elizaveta%20Mukasei,1,1,"Along with her husband Mikhail Mukasei (whose codename was Zephyr), she took part in a number of undercover operations in Western Europe and the United States from the 1940s through to the 1970s.",,,
Q27468702,Valerie%20Hunter%20Gordon,1,1,"Valerie married the decorated Royal Engineer, Major Patrick Hunter Gordon.",,,
Q92759,Larry%20Ellison,4,4,Ellison has been married and divorced four times.,,,
Q2307649,Thomas%20Ian%20Griffith,1,1,"Griffith is married to his former Another World costar Mary Page Keller since 1991, and they have two children together.",,,
Q236309,Dawn%20French,1,2,"The couple married on 20 October 1984 in Covent Garden, London. On 22 April 2013 it was reported that they had just married.",,,
Q206191,Abigail%20Adams,1,1,"The couple married on October 25, 1764, in the Smiths' home in Weymouth.",,,
Q112193,Gaston%20Glock,2,2,"Glock has three children with his former wife Helga Glock. In 2011, he divorced and married then 31-year-old Kathrin Tschikof, who was one of his nurses after his stroke in 2008.",,,
Q183085,Isabella%20II%20of%20Spain,1,1,"Three years later, on 10 October 1846, the Moderate Party (or Castilian Conservatives) made their sixteen-year-old queen marry her double-first cousin Francisco de Asís de Borbón (1822–1902), the same day that her younger sister, Infanta Luisa Fernanda, married Antoine d'Orléans, Duke of Montpensier.",,,
Q202735,Billy%20Bob%20Thornton,2,6,"Thornton has married six times, with the first five marriages ending in divorce, and he has five children by three women.",,,
Q6235746,John%20Gordon%2C%20Lord%20Gordon,1,1,"He married Margaret Stewart, an illegitimate daughter of James IV of Scotland by his mistress Margaret Drummond before 26 April 1510, the date of their marriage grant.",,,
Q18111,Li%20Keqiang,1,1,"Li is married to Cheng Hong, a professor at Capital University of Economics and Business in Beijing.",,,
Q317465,Abdul%20Sattar%20Edhi,1,1,"Edhi was married in 1965 to Bilquis, a nurse who worked at the Edhi dispensary.",,,
Q1115569,Malek%20Jahan%20Khanom%2C%20Mahd-e%20Olia,1,1,"was a Persian princess of the Qajar dynasty, consort of Mohammad Shah Qajar of Persia (reign 1834–1848) and the mother of Naser al-Din Shah Qajar.",,,
Q1769,Severus%20Alexander,1,3,Alexander was married three times.,,,
Q271554,Jennifer%20Westfeldt,1,0,,,,
Q167250,Albert%2C%20King%20of%20Sweden,2,2,In 1359 Albert married Richardis of Schwerin in a marriage contracted in Wismar on 12 October 1352. In February 1396 in Schwerin Albert married Agnes of Brunswick-Lüneburg (died 1430/1434).,,,
Q5028407,Campion%20Murphy,1,1,"He married actress Faith Ford on June 27, 1998.",,,
Q5081477,Charles%20Palmer%20%28director%29,1,1,"In 2001, Palmer married actress Claire Skinner.",,,
Q2907690,Bob%20Guiney,1,3,In 2016 Guiney announced he was getting married for the third time to Jessica Canyon.,,,
Q4953238,Gerd%20Hegnell,1,1,Earlier she was married to Per Oscarsson.,,,
Q1383646,John%2C%20Duke%20of%20%C3%96sterg%C3%B6tland,1,1,"On 29 November 1612, Duke John married his first cousin, Princess Maria Elizabeth of Sweden (10 March 1596 - 7 August 1618), daughter of Charles IX, at Tre Kronor Castle in Stockholm.",,,
Q65105,Franka%20Potente,1,1,"In mid-2012, the couple were married.",,,
Q770390,Elizabeth%20of%20Slavonia,1,1,"In October 1370, Elizabeth married Philip II, Prince of Taranto, a 41-year-old widower and pretender to the Latin Empire.",,,
Q232343,Bridget%20Moynahan,1,1,"On October 17, 2015, she married businessman Andrew Frankel at a ceremony in the Hamptons.",,,
Q2850193,Anita%20Wall,1,1,,,,
Q16203893,Richard%20Martin%20%28television%20director%29,2,1,He is married to actress Suzanne Neve.,,,
Q7901249,Ursula%20Howells,1,1,,,,
Q7781540,Theobald%20Walter%2C%201st%20Baron%20Butler,1,1,"Theobald married Maud le Vavasour (1176-1226), heiress of Robert le Vavasour, a baron of Yorkshire",,,
Q16728252,Peta%20Credlin,1,1,"Credlin has been married to Brian Loughnane, former federal director of the Liberal Party of Australia, since December 2002.",,,
Q5354337,Eleanor%20McGovern,1,1,"However, they did marry on October 31, 1943",,,
Q2387340,Alexander%20Stroganov,1,1,,,,
Q229714,Julianna%20Margulies,1,1,"Margulies and attorney Keith Lieberthal, the son of academic Kenneth Lieberthal,[23] were married on November 10, 2007 in Lenox, Massachusetts.",,,
Q6846166,Mike%20Bryan%20%28musician%29,1,1,"On 5 May 1957 he married Lady Iris Mountbatten, only child of Alexander Mountbatten",,,
Q448525,Rita%20Montaner,1,3,"She divorced Ernesto Estévez in 1938, and married in 1939, for the third time, to the advocate Dr Javier Calderón Poveda.",,,
Q1707954,Joseph%20Sargent,1,2,where he also meet his first wife Mary Carver on the set. Joseph Sargent and his wife Carolyn Nelson Sargent laid the groundwork for Deaf West Theatre.,,,
Q3736945,Lynne%20Littman,1,1,Littman was married to Taylor Hackford from 1977 to 1987.,,,
Q1773842,Felissa%20Rose,1,1,"Rose lives in California with her husband, CKY singer/ guitarist Deron Miller, and their two daughters, Bianca Rose (born June 8, 2005) and Lola Marue (born March 4, 2007) and son, Thomas Carver (born August 29, 2009). ",,,
Q615887,Steve%20Garvey,1,2,,,,
Q2082875,Yolande%20of%20Dreux%2C%20Queen%20of%20Scotland,2,2,,,,
Q88087,Ole%20Schr%C3%B6der,1,1,,,,
Q7365167,Ronald%20Pellar,1,7,,,,
Q957754,Jack%20Weston,1,2,,,,
Q6837195,Michelle%20Paige%20Paterson,1,2,,,,
Q265501,Beatrice%20of%20Luxembourg,1,1,,,,
Q754131,Natalya%20Bondarchuk,2,2,,,,
Q67721,Stephen%2C%20Count%20Palatine%20of%20Simmern-Zweibr%C3%BCcken,1,1,,,,
Q601374,Prince%20Achille%20Murat,1,1,,,,
Q75163,Lotte%20Ulbricht,2,2,,,,
Q3568801,William%20Louis%20Culberson,1,1,,,,
Q3742337,V%C3%A4in%C3%B6%20Kirstin%C3%A4,2,2,,,,
Q57161,Louis%20IV%2C%20Holy%20Roman%20Emperor,2,2,,,,
Q16065322,William%20Gibbs%20%28businessman%29,1,1,,,,
Q3419549,Rapha%C3%ABle%20Billetdoux,1,1,,,,
Q327967,Kamal%20Hossain,1,1,,,,
Q4116977,Leopoldina%20B%C4%83l%C4%83nu%C8%9B%C4%83,1,1,,,,
Q3307733,Meyrav%20Wurmser,1,1,,,,
Q1042058,Maria-Pia%20Casilio,1,1,,,,
Q7027845,Nick%20Ross,1,1,,,,
Q16154310,Lindsay%20Arnold,1,1,,,,
Q291762,Sophie%2C%20Countess%20of%20Bar,1,1,,,,
Q4432984,Liu%20Hua%20%28Southern%20Han%29,1,1,,,,
Q5374524,Empress%20Han,1,1,,,,
Q3174911,John%20VI%20of%20Vend%C3%B4me,1,1,,,,
Q245407,Richard%20Bach,1,3,,,,
Q991517,Bruce%20Ackerman,1,1,,,,
Q234693,Bonnie%20Raitt,1,1,,,,
Q81502,%C5%A0t%C4%9Bp%C3%A1nka%20Hilgertov%C3%A1,1,1,,,,
Q721452,L%C3%A9on%20Vaudoyer,1,2,,,,
Q836256,Ran%20Min,1,1,,,,
Q746710,Prince%20Rahotep,1,1,,,,
Q3507232,Sylvia%20Wynter,1,2,,,,
Q555465,Emperor%20Go-K%C5%8Dgon,1,1,,,,
Q461515,Christiane%20Charlotte%20of%20W%C3%BCrttemberg-Winnental,1,1,,,,
Q27057457,Terence%20Brady%20%28writer%29,1,1,,,,
Q177903,Stephen%20I%20of%20Hungary,1,1,,,,
Q2840790,Keratsa%20of%20Bulgaria,1,1,,,,
Q439401,Chieko%20Takamura,1,1,,,,
Q57326,Rupert%2C%20King%20of%20Germany,1,1,,,,
Q6788516,Matt%20Crane,1,1,,,,
Q357266,Emperor%20Ninken,1,1,,,,
Q1545,Cyndi%20Lauper,1,1,,,,
Q838508,Emilio%20Estefan,1,1,,,,
Q31178,Francis%20Russell%2C%209th%20Duke%20of%20Bedford,1,1,,,,
Q5666162,Harrison%20Williams%20%28entrepreneur%29,1,2,,,,
Q16018795,Indiramma%20Iyengar,1,1,,,,
Q19837,Steve%20Jobs,1,1,,,,
Q531889,Margaret%20Cambridge%2C%20Marchioness%20of%20Cambridge,1,1,,,,
Q159778,Michelle%20Pfeiffer,2,2,,,,
Q6115748,Jack%20Whitaker,1,1,,,,
Q435278,Robert%20Crumb,1,2,,,,
Q5374572,Empress%20Ma%20%28Southern%20Han%29,1,1,,,,
Q215447,CM%20Punk,1,1,,,,
Q1433799,Luisa%20Bergalli,1,1,,,,
Q319871,Booker%20T.%20Washington,3,3,,,,
Q3161851,Jane%20Booker,1,1,,,,
Q985742,Tuoba%20Yituo,1,1,,,,
Q519488,David%20Rintoul,1,1,,,,
Q230662,Anita%20Ekberg,2,2,,,,
Q154717,Robert%20Anderson%20%28playwright%29,1,2,,,,
Q2571507,Thiago%20Lacerda,1,1,,,,
Q6133644,James%20F.%20Hoge%2C%20Jr.,1,1,,,,
Q247209,Ulrich%20V%2C%20Count%20of%20W%C3%BCrttemberg,3,3,,,,
Q2838246,Fernando%20Cort%C3%A9s,1,1,,,,
Q468806,Imperio%20Argentina,1,2,,,,
Q704859,Arshad%20Warsi,1,1,,,,
Q467408,Shobhna%20Samarth,1,1,,,,
Q2637393,Fernanda%20Tavares,1,1,,,,
Q976022,Jamie%20Dornan,1,1,,,,
Q4987634,Martha%20Eriksdotter,1,1,,,,
Q2514181,Jackie%20Ronne,1,1,,,,
Q461370,Pauline%20Frederick,1,5,,,,
Q5760399,Hikari%20%C5%8Cta,1,1,,,,
Q298799,Pat%20Morita,1,3,,,,
Q178007,Frederick%20I%2C%20Duke%20of%20Lorraine,1,1,,,,
Q7383270,Ruth%20Williams%20Khama,1,1,,,,
Q264840,Vera%20Farmiga,2,2,,,,
Q255061,William%20IV%2C%20Count%20of%20Ponthieu,1,1,,,,
Q83678,Henry%20VI%2C%20Count%20of%20Luxembourg,1,1,,,,
Q200566,Cobie%20Smulders,1,1,,,,
Q898524,Philip%20Zepter,1,1,,,,
Q235211,Marsha%20Mason,1,2,,,,
Q2152278,Guy%20Walters,1,1,,,,
Q11131506,N.%20Lee%20Wood,1,1,,,,
Q43466,Ludwik%20Hirszfeld,1,1,,,,
Q4940016,Jeanette%20Bonnier,3,3,,,,
Q8045212,Xue%20Pan,1,1,,,,
Q677902,William%20Wedgwood%20Benn%2C%201st%20Viscount%20Stansgate,1,1,,,,
Q585177,Dick%20Elffers,1,2,,,,
Q5106643,Chris%20Gerlach,1,1,,,,
Q12860,Ferdinand%20II%20of%20Aragon,2,2,,,,
Q706660,Rene%20Liu,1,1,,,,
Q229276,Maureen%20O%27Hara,2,3,,,,
Q6373360,Karren%20Brady,1,1,,,,
Q726398,James%20Gleason,1,1,,,,
Q62080,George%20Victor%2C%20Prince%20of%20Waldeck%20and%20Pyrmont,2,2,,,,
Q3097958,Janet%20Lee%20Bouvier,2,3,,,,
Q7422381,Sarah%20Haskins%20%28comedian%29,1,1,,,,
