Q2643,George_Harrison,1,NULL,251
Q154946,Juliana_of_the_Netherlands,4,NULL,250
Q25089,Woody_Allen,4,NULL,250
Q535,Victor_Hugo,4,NULL,246
Q892,J._R._R._Tolkien,2,4,246
Q718512,Richard_Garnett_(writer),1,NULL,245
Q347635,Michel_Galabru,2,NULL,244
Q484779,Luc_Besson,5,NULL,242
Q235077,Jerry_Goldsmith,1,NULL,239
Q7486,Emperor_Huizong_of_Song,69,NULL,239
Q1067,Dante_Alighieri,3,NULL,238
Q36970,Jackie_Chan,1,NULL,238
Q1124,Bill_Clinton,1,1,238
Q9570,Amitabh_Bachchan,2,NULL,236
Q41402,Gilbert_Stuart,1,NULL,235
Q43203,Clint_Eastwood,5,NULL,233
Q104081,Mickey_Rooney,3,9,232
Q472520,Hal_B._Wallis,1,NULL,231
Q180338,Christopher_Lee,NULL,1,231
Q1749423,Maurice_Costello,2,NULL,229
Q5608,Eminem,NULL,1,229
Q7546,Ingmar_Bergman,8,NULL,228
Q216748,Richard_Thorpe,1,NULL,227
Q367032,Alfred_Newman_(composer),3,NULL,226
Q53052,Steno_(director),1,NULL,226
Q55375,Claude_Chabrol,2,NULL,226
Q5105,Celine_Dion,1,3,225
Q192214,René_Goscinny,1,NULL,224
Q296796,Dino_De_Laurentiis,2,NULL,223
Q5686,Charles_Dickens,11,NULL,222
Q120993,Amedeo_Modigliani,1,NULL,221
Q599249,Bernard_Blier,1,NULL,220
Q207,George_W._Bush,2,2,220
Q8873,Satyajit_Ray,1,NULL,219
Q36949,Robert_De_Niro,2,6,218
Q42511,H._G._Wells,2,NULL,217
Q366212,Frederic_Edwin_Church,1,NULL,216
Q2737,Louis_de_Funès,1,NULL,216
Q93284,Marc_Chagall,2,NULL,213
Q40640,Ray_Bradbury,1,NULL,212
Q984634,Rajkumar_(actor),3,NULL,211
Q55468,Ugo_Tognazzi,4,NULL,211
Q335022,David_Teniers_the_Younger,1,NULL,210
Q83155,Jacques-Louis_David,4,NULL,209
Q5203101,D'Arcy_Power,1,NULL,209
Q1698,Serge_Gainsbourg,2,NULL,209
Q7374,Alfred_Hitchcock,1,NULL,209
Q192069,Enid_Blyton,1,NULL,208
Q111436,Elmer_Bernstein,2,NULL,206
Q216406,Edward_Burne-Jones,1,NULL,206
Q9701,Emperor_Taizong_of_Tang,35,NULL,206
Q252357,Charles-François_Daubigny,1,NULL,205
Q315819,Claude_Joseph_Vernet,1,NULL,204
Q1668864,Jean-Pierre_Mocky,2,NULL,204
Q1686232,Jeetendra,2,NULL,204
Q41309,Franz_Liszt,3,NULL,204
Q55469,Marcello_Mastroianni,1,NULL,203
Q102711,Dennis_Hopper,2,NULL,202
Q320115,Dev_Anand,1,NULL,202
Q191748,Lucas_Cranach_the_Elder,2,5,201
Q268821,Princess_Margriet_of_the_Netherlands,4,NULL,200
Q364342,Darryl_F._Zanuck,1,NULL,200
Q9061,Karl_Marx,4,NULL,200
Q312878,John_Carradine,4,NULL,199
Q332632,Eduardo_De_Filippo,1,NULL,199
Q6096,Snoop_Dogg,NULL,3,199
Q129092,Fernandel,1,NULL,198
Q189729,Philip_Glass,1,NULL,198
Q36661,Henrik_Ibsen,2,NULL,198
Q62766,Jay_Z,1,1,198
Q8877,Steven_Spielberg,1,6,198
Q517,Napoleon,5,NULL,197
Q41076,Mariah_Carey,NULL,2,197
Q312656,Lon_Chaney,1,NULL,196
Q937,Albert_Einstein,3,NULL,196
Q34201,Zeus,54,NULL,196
Q51575,John_Huston,3,NULL,196
Q154770,Arnold_Schoenberg,5,NULL,194
Q1225,Bruce_Springsteen,1,NULL,193
Q76364,Hans_Zimmer,1,NULL,192
Q7351,Robert_Schumann,2,NULL,192
Q34743,Rudyard_Kipling,2,NULL,192
Q36153,Beyoncé,1,1,192
Q72984,Bing_Crosby,7,NULL,191
Q106418,Catherine_Deneuve,2,NULL,191
Q56094,Francis_Ford_Coppola,3,NULL,191
Q180932,François_Boucher,2,NULL,190
Q309945,Peyo,1,NULL,190
Q7833,Boris_Vian,2,NULL,190
Q9682,Elizabeth_II,4,NULL,190
Q189758,Marvin_Gaye,1,NULL,189
Q991,Fyodor_Dostoyevsky,1,NULL,189
Q1035,Charles_Darwin,8,NULL,189
Q1541,Cicero,2,NULL,189
Q80135,Dmitri_Shostakovich,1,NULL,188
Q131285,John_Williams,1,NULL,188
Q17790,Kangxi_Emperor,44,NULL,188
Q6060,50_Cent,NULL,2,188
Q154952,Willem-Alexander_of_the_Netherlands,3,NULL,187
Q469945,Naseeruddin_Shah,3,NULL,187
Q612167,Anu_Malik,1,NULL,187
Q9746,Emperor_Xuanzong_of_Tang,54,NULL,187
Q3530125,Suresh_Gopi,1,NULL,185
Q55419,Klaus_Kinski,3,NULL,185
Q310867,Sanjay_Dutt,NULL,3,185
Q180861,Roger_Waters,1,NULL,184
Q785011,Gemini_Ganesan,2,NULL,184
Q9440,Paolo_Veronese,2,NULL,184
Q35500,Aphrodite,17,NULL,184
Q55452,Vittorio_Gassman,1,NULL,184
Q60068,Rajinikanth,2,NULL,184
Q61074,Carl_Laemmle,1,NULL,184
Q55796,Peter_Ustinov,4,4,184
Q15935,Kanye_West,NULL,2,184
Q40715,Jennifer_Lopez,NULL,2,184
Q313281,Michel_Legrand,1,NULL,183
Q23,George_Washington,2,0,182
Q299419,Carlo_Ponti,3,NULL,181
Q461464,Eugène_Carrière,1,NULL,181
Q9319,Tintoretto,2,NULL,181
Q83484,Anthony_Quinn,3,NULL,180
Q3522919,Jayaram,1,NULL,180
Q107130,Rajesh_Khanna,2,NULL,179
Q311219,Sammo_Hung,4,NULL,179
Q7489,Emperor_Gaozong_of_Song,3,NULL,179
Q373046,Krisztián_Sárneczky,NULL,1,178
Q160538,Gian_Lorenzo_Bernini,1,NULL,177
Q560178,Jackie_Shroff,1,NULL,177
Q38222,George_Lucas,2,NULL,177
Q186202,Giovanni_Battista_Tiepolo,2,NULL,176
Q1523434,Maurice_Tourneur,1,NULL,176
Q1001,Mahatma_Gandhi,4,NULL,176
Q78874,Richard_Oswald,1,NULL,175
Q183713,Théophile_Gautier,3,NULL,175
Q9696,John_F._Kennedy,3,4,175
Q72579,Samuel_Goldwyn,1,NULL,174
Q106204,Jean-Louis_Trintignant,2,NULL,174
Q1043,Carl_Linnaeus,2,NULL,174
Q8016,Winston_Churchill,5,NULL,174
Q30875,Oscar_Wilde,2,NULL,174
Q103784,Donald_Sutherland,3,NULL,173
Q111074,John_Barry_(composer),1,NULL,173
Q34969,Benjamin_Franklin,3,NULL,173
Q13909,Angelina_Jolie,6,6,173
Q316016,John_Singleton_Copley,1,NULL,172
Q7245,Mark_Twain,3,NULL,172
Q9761,Emperor_Xianzong_of_Tang,38,NULL,172
Q23842,Jean_Gabin,1,NULL,172
Q33978,Robert_Delaunay,1,NULL,172
Q40026,Sylvester_Stallone,5,NULL,172
Q55456,Nino_Manfredi,2,NULL,172
Q295093,Claude_Lelouch,2,5,172
Q79025,Walter_Scott,NULL,5,172
Q379171,Shashi_Kapoor,3,NULL,171
Q25161,Roald_Dahl,3,NULL,171
Q23505,George_H._W._Bush,5,6,171
Q219640,Vincent_Price,2,NULL,170
Q312053,Rick_Wakeman,3,NULL,170
Q313243,Chiranjeevi,1,NULL,170
Q318769,Francesco_Guardi,1,NULL,170
Q440369,Maurice_Denis,1,NULL,170
Q4700,Claude_Debussy,1,NULL,170
Q9021,Max_Planck,1,NULL,170
Q42455,Björk,NULL,2,170
Q93957,Gary_Cooper,1,NULL,169
Q104027,Kirk_Douglas,4,NULL,169
Q5102063,Pieter-Frans_De_Noter,1,NULL,169
Q868,Aristotle,1,NULL,169
Q8006,Akira_Kurosawa,1,NULL,169
Q19133,Qianlong_Emperor,28,NULL,169
Q105487,Maurice_Jarre,2,NULL,168
Q449172,Johan_Halvorsen,1,NULL,168
Q556116,Ciccio_Ingrassia,1,NULL,168
Q786545,Thomas_Sully,1,NULL,168
Q104061,Steve_Buscemi,NULL,1,168
Q311716,Franco_Nero,1,NULL,167
Q313956,Anil_Kapoor,3,NULL,167
Q349690,Mel_Blanc,1,NULL,167
Q9749,Emperor_Suzong_of_Tang,21,NULL,167
Q38337,Alexandre_Dumas,2,NULL,167
Q38757,Bertolt_Brecht,3,NULL,167
Q50713,Jean_Renoir,1,NULL,167
Q364681,Marino_Girolami,2,NULL,166
Q1992008,Govinda_(actor),1,NULL,166
Q41585,David_Hilbert,1,NULL,166
Q46248,Terry_Pratchett,1,NULL,166
Q71206,Bette_Davis,1,NULL,165
Q106529,Alain_Delon,3,NULL,165
Q81447,Aldous_Huxley,1,NULL,164
Q7488,Emperor_Qinzong,4,NULL,164
Q41688,Hendrik_Lorentz,1,NULL,164
Q55210,Abbas_Kiarostami,1,NULL,164
Q151679,Roy_Lichtenstein,2,NULL,163
Q164735,Johan_Christian_Dahl,1,NULL,163
Q187310,Carl_Larsson,7,NULL,163
Q320056,Yrjö_Väisälä,1,NULL,163
Q707336,Wong_Jing,1,NULL,163
Q4636,Barbra_Streisand,1,NULL,163
Q298025,Joss_Whedon,NULL,2,163
Q363823,Christoffer_Wilhelm_Eckersberg,1,NULL,162
Q41370,David,10,NULL,162
Q91,Abraham_Lincoln,4,1,162
Q9535,Shah_Rukh_Khan,3,3,162
Q106365,Isabelle_Huppert,1,3,162
Q91,Abraham_Lincoln,4,4,162
Q258820,Rishi_Kapoor,2,NULL,161
Q314914,Donald_Pleasence,1,NULL,161
Q7742,Louis_XIV_of_France,16,NULL,161
Q12003,Cher,2,NULL,161
Q83338,Robin_Williams,1,NULL,160
Q106443,Annie_Girardot,1,NULL,159
Q134456,Yukio_Mishima,2,NULL,159
Q159862,Elizabeth_of_Hungary,3,NULL,159
Q289068,Bernadette_Lafont,2,NULL,159
Q633767,W._P._Kellino,1,NULL,159
Q1785,Charles_Aznavour,3,NULL,159
Q5679,Lord_Byron,3,NULL,159
Q110294,Jan_Pieterszoon_Sweelinck,1,NULL,158
Q203215,Max_von_Sydow,1,NULL,158
Q504,Émile_Zola,2,NULL,158
Q9215,Sigmund_Freud,2,NULL,158
Q55438,Mario_Bava,1,NULL,158
Q128121,Mick_Jagger,3,8,158
Q2071,David_Lynch,1,4,157
Q230636,Geraldine_Chaplin,1,NULL,156
Q317839,Yongzheng_Emperor,11,NULL,156
Q714,Stevie_Wonder,1,NULL,156
Q4612,Marlene_Dietrich,1,NULL,156
Q7314,Igor_Stravinsky,1,NULL,156
Q11812,Thomas_Jefferson,4,6,156
Q166318,Ruggero_Mastroianni,1,NULL,155
Q1276,Leonard_Cohen,2,NULL,155
Q55170,Victor_Sjöström,1,NULL,155
Q106555,Jean_Rochefort,1,NULL,154
Q315996,Jan_van_Goyen,1,NULL,154
Q2646553,N._T._Rama_Rao,3,NULL,154
Q2263,Tom_Hanks,4,NULL,154
Q26372,Takeshi_Kitano,1,NULL,154
Q36591,Vladimir_Nabokov,1,NULL,154
Q40475,Joan_Crawford,1,NULL,154
Q11975,Britney_Spears,NULL,2,154
Q191132,Harvey_Keitel,1,NULL,153
Q663553,Daniel_Gélin,2,NULL,153
Q945890,Pierre_Brasseur,1,NULL,153
Q2680,Bruce_Willis,3,NULL,153
Q16472,Robert_Mitchum,1,NULL,153
Q50764,Éric_Rohmer,1,NULL,153
Q56093,Blake_Edwards,1,NULL,153
Q8007,Franklin_D._Roosevelt,5,6,153
Q207544,L._Frank_Baum,2,NULL,152
Q377903,Sunil_Dutt,2,NULL,152
Q718246,Emperor_Xiaowu_of_Liu_Song,36,NULL,152
Q1971717,Alan_Hale_Sr.,1,NULL,152
Q25014,John_Cleese,1,NULL,152
Q26806,Danny_DeVito,1,NULL,152
Q42,Douglas_Adams,1,NULL,152
Q43252,Sophia_Loren,2,NULL,152
Q55407,Raj_Kapoor,4,NULL,152
Q9916,Dwight_D._Eisenhower,2,2,152
Q94081,Bob_Hope,NULL,4,152
Q124112,Michel_Simon,1,NULL,151
Q159297,John_Constable,2,NULL,151
Q278980,Akkineni_Nageswara_Rao,1,NULL,151
Q380685,Michele_Placido,1,NULL,151
Q5604,Frank_Lloyd_Wright,2,NULL,151
Q6078,Dr._Dre,1,NULL,151
Q37030,Thomas_Mann,6,NULL,151
Q61322,Mario_Adorf,1,NULL,151
Q233748,Akshay_Kumar,NULL,2,151
Q104266,Mel_Brooks,1,NULL,150
Q127171,Jean-Honoré_Fragonard,1,NULL,150
Q189527,Nereus,63,NULL,150
Q298905,Claude_Berri,2,NULL,150
Q483203,Sting_(musician),3,NULL,150
Q2042,Charles_de_Gaulle,3,NULL,150
Q41871,Paul_Newman,3,NULL,150
Q51552,Roman_Polanski,1,NULL,150
Q55163,Robert_Altman,1,NULL,150
Q57619,Frank_Wedekind,2,NULL,150
Q132952,Adam_Sandler,1,2,150
Q33866,Theodore_Roosevelt,6,6,150
Q144622,Phil_Collins,2,NULL,149
Q173637,Ice_Cube,1,NULL,149
Q185647,Alexander_Scriabin,3,NULL,149
Q212015,Johnny_Hallyday,2,NULL,149
Q445497,Hasse_Ekman,5,NULL,149
Q855,Joseph_Stalin,3,NULL,149
Q9753,Emperor_Daizong_of_Tang,41,NULL,149
Q273055,R._Kelly,1,3,149
Q71243,Clark_Gable,3,NULL,148
Q181917,David_Niven,1,NULL,148
Q7724,August_Strindberg,2,NULL,148
Q51490,George_Stevens,1,NULL,148
Q16390,Humphrey_Bogart,1,2,148
Q12382,Shigeru_Miyamoto,NULL,2,148
Q77204,Joseph_Freiherr_von_Eichendorff,1,NULL,147
Q80739,Charlton_Heston,1,NULL,147
Q103788,Mervyn_LeRoy,1,NULL,147
Q106255,Jean-Paul_Belmondo,1,NULL,147
Q319527,Jean-Pierre_Cassel,3,NULL,147
Q347879,Vanessa_Redgrave,3,NULL,147
Q6530,Stanisław_Lem,1,NULL,147
Q9957,Hongwu_Emperor,41,NULL,147
Q40096,Will_Smith,3,NULL,147
Q42869,Nicolas_Cage,1,2,147
Q2685,Arnold_Schwarzenegger,5,5,147
Q253384,Loretta_Young,3,NULL,146
Q728158,Gérard_Jugnot,1,NULL,146
Q2038656,Vinod_Khanna,4,NULL,146
Q8009658,William_Garden_Blaikie,1,NULL,146
Q9204,C._S._Lewis,1,NULL,146
Q9439,Queen_Victoria,9,NULL,146
Q19155,Henry_Fonda,2,NULL,146
Q23434,Ernest_Hemingway,3,NULL,146
Q223992,Wes_Craven,1,2,146
Q103646,Ron_Howard,2,NULL,145
Q277665,Prabhu_(actor),1,NULL,145
Q721897,George_Barnes_(cinematographer),1,NULL,145
Q3424313,Deva_(composer),1,NULL,145
Q8023,Nelson_Mandela,5,NULL,145
Q51506,Richard_Attenborough,3,NULL,145
Q51545,Luis_Buñuel,1,NULL,145
Q34851,Elizabeth_Taylor,2,4,145
Q41594,Christina_Aguilera,NULL,2,145
Q65932,Anthony_Hopkins,1,NULL,144
Q141673,Jack_Conway_(filmmaker),1,NULL,144
Q160528,Burt_Lancaster,5,NULL,144
Q215359,Dean_Martin,1,NULL,144
Q445608,Eric_Tsang,3,NULL,144
Q554689,Peppino_De_Filippo,1,NULL,144
Q726279,Doris_(mythology),63,NULL,144
Q34389,Whitney_Houston,1,NULL,144
Q53003,Roberto_Rossellini,3,NULL,144
Q37175,Johnny_Depp,2,2,144
Q36105,Charles_Bronson,NULL,7,144
Q207969,Eric_Roberts,1,NULL,143
Q209641,John_le_Carré,1,NULL,143
Q450986,Louise_Fazenda,1,NULL,143
Q11758,L._L._Zamenhof,3,NULL,143
Q33635,Hema_Malini,2,NULL,143
Q43270,Pieter_Bruegel_the_Elder,2,NULL,143
Q9588,Richard_Nixon,2,2,143
Q45682,Jean_Sibelius,2,6,143
Q104127,Douglas_Fairbanks,1,NULL,142
Q106544,Claude_Brasseur,1,NULL,142
Q106940,Alida_Valli,1,NULL,142
Q179982,Furio_Scarpelli,1,NULL,142
Q194333,Billy_Joel,2,NULL,142
Q315258,Giancarlo_Giannini,1,NULL,142
Q454945,Charles_Willson_Peale,4,NULL,142
Q978158,Jacob_Maris,1,NULL,142
Q873,Meryl_Streep,4,NULL,142
Q7346,John_Coltrane,1,NULL,142
Q9049,Noam_Chomsky,1,NULL,142
Q9755,Emperor_Dezong_of_Tang,19,NULL,142
Q16297,William_Shatner,3,NULL,142
Q48305,Euripides,1,NULL,142
Q162389,Tony_Curtis,2,NULL,141
Q193300,Osamu_Tezuka,2,NULL,141
Q1192,Jean-Baptiste_Lully,3,NULL,141
Q4573,Sean_Connery,1,NULL,141
Q39803,Mario_Vargas_Llosa,2,NULL,141
Q51581,Howard_Hawks,1,NULL,141
Q47100,Ben_Stiller,NULL,2,141
Q85134,Joe_May,1,NULL,140
Q209050,Jan_Brueghel_the_Elder,3,NULL,140
Q179497,Oliver_Stone,1,3,140
Q1401,Petrarch,NULL,9,140
Q83410,Cary_Grant,1,NULL,139
Q103946,Kiefer_Sutherland,1,NULL,139
Q133050,Susan_Sarandon,1,NULL,139
Q184572,Martin_Sheen,4,NULL,139
Q433903,Claudio_Gora,3,NULL,139
Q435324,Princess_Christina_of_the_Netherlands,1,NULL,139
Q647830,Paul_Hörbiger,1,NULL,139
Q716493,Sol_Polito,1,NULL,139
Q7532374,Sivakumar,2,NULL,139
Q8349,"Weird_Al"_Yankovic,1,NULL,139
Q9965,Yongle_Emperor,9,NULL,139
Q39792,Jack_Nicholson,1,NULL,139
Q190523,Christopher_Plummer,1,NULL,138
Q49001,Whoopi_Goldberg,1,NULL,138
Q212873,Jane_Birkin,3,NULL,137
Q946859,Keenan_Wynn,1,NULL,137
Q3595242,Shatrughan_Sinha,3,NULL,137
Q8298,David_Guetta,2,NULL,137
Q33760,Bertrand_Russell,3,NULL,137
Q53002,François_Truffaut,1,NULL,137
Q23685,Jimmy_Carter,2,4,137
Q266670,Megumi_Hayashibara,NULL,1,137
Q83158,Jean_Cocteau,1,NULL,136
Q106685,Andrzej_Wajda,1,NULL,136
Q170572,Alec_Baldwin,1,NULL,136
Q315728,John_Mills,2,NULL,136
Q333632,Chico_Buarque,1,NULL,136
Q355125,Harry_Morgan,1,NULL,136
Q722733,Richard_Bohringer,1,NULL,136
Q539,Giuseppe_Garibaldi,8,NULL,136
Q1403,Luigi_Pirandello,2,NULL,136
Q9760,Emperor_Shunzong_of_Tang,37,NULL,136
Q9825,Emperor_Xuānzong_of_Tang,23,NULL,136
Q48337,Morgan_Freeman,1,NULL,136
Q55400,Hayao_Miyazaki,2,NULL,136
Q2492,Konrad_Adenauer,1,8,136
Q106303,Daniel_Auteuil,1,NULL,135
Q151973,Richard_Burton,4,NULL,135
Q296367,Hong_Taiji,24,NULL,135
Q2001,Stanley_Kubrick,1,NULL,135
Q44709,Jean-Jacques_Goldman,1,NULL,135
Q49481,Sergei_Prokofiev,1,NULL,135
Q53034,Dino_Risi,1,NULL,135
Q60876,Heinz_Rühmann,1,NULL,135
Q6294,Hillary_Clinton,1,1,135
Q78454,William_the_Silent,14,16,135
Q78454,William_the_Silent,14,13,135
Q215072,John_Goodman,NULL,1,135
Q78469,Romy_Schneider,2,NULL,134
Q117012,Yoko_Ono,2,NULL,134
Q1451173,François_Périer,2,NULL,134
Q34529,Bela_Lugosi,1,NULL,134
Q38370,Henry_VIII_of_England,5,NULL,134
Q35332,Brad_Pitt,6,6,134
Q151509,Ibn_Saud,45,NULL,133
Q209662,Lucille_Ball,2,NULL,133
Q430212,Louis_Seigner,1,NULL,133
Q908933,Donna_Summer,2,NULL,133
Q46096,Felix_Mendelssohn,2,NULL,133
Q49074,Kurt_Vonnegut,2,NULL,133
Q82110,Steven_Seagal,1,NULL,132
Q153248,Marguerite_Duras,1,NULL,132
Q687,Molière,1,NULL,132
Q6722,Carl_Friedrich_Gauss,1,NULL,132
Q42745,Rita_Hayworth,1,NULL,132
Q437254,Josiane_Balasko,1,2,132
Q4496,Mitt_Romney,1,5,132
Q103876,Peter_O'Toole,2,NULL,131
Q217167,Faisal_of_Saudi_Arabia,8,NULL,131
Q244234,John_Turturro,2,NULL,131
Q983043,Suniel_Shetty,2,NULL,131
Q1684856,Jean-François_Stévenin,4,NULL,131
Q307,Galileo_Galilei,2,NULL,131
Q7604,Leonhard_Euler,1,NULL,131
Q214227,T.I.,NULL,6,131
Q106036,Philippe_Leroy_(actor),1,NULL,130
Q108366,Gregory_Peck,1,NULL,130
Q333178,Jiaqing_Emperor,9,NULL,130
Q347139,Jean-Baptiste_Greuze,1,NULL,130
Q489831,Kevin_Smith,1,NULL,130
Q9191,René_Descartes,1,NULL,130
Q166646,Ramsay_MacDonald,NULL,6,130
Q208681,Kris_Kristofferson,NULL,8,130
Q76428,Carl_Philipp_Emanuel_Bach,1,NULL,129
Q108283,Alan_Arkin,2,NULL,129
Q188176,William_S._Burroughs,1,NULL,129
Q312789,Shakti_Kapoor,2,NULL,129
Q635,Cleopatra,4,NULL,129
Q8018,Augustine_of_Hippo,1,NULL,129
Q9700,Emperor_Gaozu_of_Tang,41,NULL,129
Q14277,William_Herschel,1,NULL,129
Q34012,Marlon_Brando,6,NULL,129
Q57298,Abdullah_of_Saudi_Arabia,7,NULL,129
Q93172,Gaia_(mythology),57,NULL,128
Q122248,Heracles,7,NULL,128
Q193645,Quincy_Jones,3,NULL,128
Q199943,Adriano_Celentano,1,NULL,128
Q208667,Stellan_Skarsgård,4,NULL,128
Q744955,Harry_Davenport_(actor),1,NULL,128
Q1365463,Gustaf_Molander,2,NULL,128
Q1768,Ella_Fitzgerald,1,NULL,128
Q6882,James_Joyce,1,NULL,128
Q53011,Dario_Argento,1,2,128
Q37459,Nicole_Kidman,2,4,128
Q294583,Sam_Shepard,NULL,3,128
Q42229,Mel_Gibson,NULL,9,128
Q93188,Errol_Flynn,1,NULL,127
Q119798,Michael_Douglas,1,NULL,127
Q127318,George_III_of_the_United_Kingdom,15,NULL,127
Q180387,Sunday_Silence,10,NULL,127
Q191037,Jim_Henson,3,NULL,127
Q213512,Bill_Cosby,4,NULL,127
Q313498,Benjamin_West,1,NULL,127
Q552619,Pierre-Jules_Hetzel,1,NULL,127
Q5586,Hokusai,2,NULL,127
Q47152,Mary_Shelley,1,NULL,127
Q48319,Hans_Holbein_the_Younger,1,NULL,127
Q9640,Lyndon_B._Johnson,2,2,127
Q131814,Tina_Turner,2,2,127
Q104067,Eli_Wallach,NULL,3,127
Q125121,Aretha_Franklin,NULL,4,127
Q483118,Ben_Affleck,NULL,3,127
Q3521977,Nassar,NULL,3,127
Q106775,Richard_Harris,3,NULL,126
Q161419,Oceanus,53,NULL,126
Q172911,Ilya_Repin,1,NULL,126
Q193653,Jack_Palance,1,NULL,126
Q206856,Angela_Lansbury,1,NULL,126
Q540431,Pierre_Cuypers,1,NULL,126
Q774270,Charles_Rosher,2,NULL,126
Q2347152,Mahesh_Bhatt,3,NULL,126
Q3401588,Prem_Chopra,3,NULL,126
Q7747,Vladimir_Putin,2,NULL,126
Q16397,Bruce_Lee,2,NULL,126
Q25100,Nanni_Moretti,1,NULL,126
Q51583,Joseph_L._Mankiewicz,1,NULL,126
Q104000,Lauren_Bacall,2,NULL,125
Q106126,Simone_Signoret,1,NULL,125
Q140201,J._G._Ballard,1,NULL,125
Q152929,Meat_Loaf,2,NULL,125
Q170373,Christopher_Wren,1,NULL,125
Q177984,Peter_Sellers,2,NULL,125
Q243430,Terence_Hill,2,NULL,125
Q270691,Sridevi,2,NULL,125
Q460095,Tonino_Guerra,1,NULL,125
Q554787,Christian_De_Sica,1,NULL,125
Q3454165,Kevin_Bacon,1,NULL,125
Q2567,Richard_von_Weizsäcker,4,NULL,125
Q7322,Christopher_Columbus,2,NULL,125
Q8409,Alexander_the_Great,1,NULL,125
Q37340,Apollo,15,NULL,125
Q48226,Ralph_Waldo_Emerson,1,NULL,125
Q80938,John_Travolta,1,3,125
Q503717,Herman_van_Veen,2,4,125
Q133151,Ozzy_Osbourne,6,5,125
Q58444,Liam_Neeson,NULL,2,125
Q56008,Tim_Burton,NULL,2,125
Q104372,Doris_Day,1,NULL,124
Q105960,William_Powell,1,NULL,124
Q195365,Jeanne_Fusier-Gir,1,NULL,124
Q309640,Beau_Bridges,1,NULL,124
Q51488,John_Cassavetes,3,NULL,124
