WikidataID,WikiLabel,countTriples,manualAnnotation,,
Q137578,Queshan_County,13,13,unknown,
Q1338337,Qidong_County%2C_Hunan,23,24,compositional!,,,
Q1359226,Qinyang,13,13,unknown,,,
Q212673,Arrondissement_of_Saint-Germain-en-Laye,16,16,Wikipedia English is outdated,,,
Q578770,Anting,63,63,compositional!,,,
Q25277,Hispaniola,2,2,island shared by two countries,,,
Q1070034,Chengwu_County,13,13,unknown,,,
Q54160,Hampden_County%2C_Massachusetts,1,23,,,,
Q702051,Arrondissement_of_Parthenay,8,8,Wikipedia English is outdated,,,
Q2424451,Ko%C5%A1tice,3,3,unknown,,,
Q497880,Hampton_County%2C_South_Carolina,1,9,,,,
Q3553411,Val_Terbi,3,3,unknown,,,
Q35555,Wallis_and_Futuna,3,3,,,,
Q13714801,Dongping_National_Forest_Park,1,1,national park?,,,
Q127297,Raoyang_County,7,7,compositional!,,,
Q110212,Beaverhead_County%2C_Montana,1,2,,,,
Q700901,Arrondissement_of_Chartres,12,11,Wikipedia English is outdated,,,
Q1197540,Dongfeng_District,8,8,unknown,,,
Q2109649,Vrbice_%28Ji%C4%8D%C3%ADn_District%29,1,1,unknown,,,
Q197715,Zhenjiang_District,11,11,unknown,,,
Q1198286,Dong%27e_County,10,10,unknown,,,
Q978446,Trmice,2,2,unknown,,,
Q389777,Tangier-Tetouan,7,7,,,,
Q503255,Bispingen,8,9,,,,
Q26712,DeWitt_County%2C_Texas,1,5,one ghost town,,,
Q767284,Yuhu_District,17,17,compositional!,,,
Q10879842,Rushankou,36,36,unknown,,,
Q263106,Wucheng_County,8,8,unknown,,,
Q535991,Vlkava,1,1,unknown,,,
Q340064,%C4%8Cer%C4%8Dany,1,1,unknown,,,
Q570333,Okegawa%2C_Saitama,3,3,city,,,
