Q9191,[1;2;3]
Q7546,[1;2;3]
Q25161,[1;4;5]
Q1541,[1;2]
Q9761,[805;2;806]
Q55796,[1;3]
Q7186,[2;1]
Q83155,[1;3]
Q10390,[1;2;5]
Q303,[1;2;3;10;4;5;6;100]
Q160852,[1;2]
Q7724,[1;2]
Q25351,[1]
Q2685,[1;2;3;15]
Q36107,[1;2;3;4;7;6]
Q11256,[1;2;3]
Q40640,[451;1;2;4]
Q47152,[1;2]
Q855,[1;2;7;1000000;4;4000000]
Q23685,[1;2;3]
Q183713,[]
Q3816,[]
Q39829,[1;3;2;5]
Q8007,[1;2;4;6]
Q82409,[1;2]
Q38337,[4;3]
Q23505,[1;2;4]
Q9749,[1;762]
Q80135,[1;2;3]
Q69339,[1]
Q40904,[1;2;3]
Q2516,[1]
Q5809,[1;2;5]
Q4605,[1]
Q40912,[1;2;3;4;10]
Q81082,[1;2]
Q410,[1;2]
Q47551,[1;2]
Q317839,[]
Q154556,[1;2;4;3;7;6]
Q2105,[2;1]
Q45546,[1;2]
Q207,[1;2;3]
Q9588,[1;2]
Q39803,[1;2]
Q20875,[1;2]
Q23559,[1;2;3]
Q7488,[]
Q9582,[1;2;3]
Q7742,[1;2;3;4]
Q8442,[1;2;3]
Q8027,[1;6]
Q296,[2]
Q8704,[1;2;4;7]
Q167654,[1;3]
Q5284,[1;4]
Q7747,[1;3;2]
Q868,[1;2;3]
Q318462,[]
Q218679,[]
Q2643,[1;2;3;4;9]
Q171411,[1;2;3]
Q184226,[1;2]
Q47595,[1]
Q301,[1;3;2]
Q40096,[2;3]
Q83233,[2;1]
Q9957,[1]
Q152880,[1]
Q201732,[]
Q7604,[2;1;5]
Q7346,[1;2]
Q80596,[1]
Q43523,[]
Q310791,[1]
Q228546,[]
Q409,[1;2;4]
Q9682,[2;1]
Q127417,[1;3;2;5;4;9]
Q122972,[2;1]
Q76343,[]
Q9181,[3;2;1]
Q43203,[1;2;3;4]
Q49074,[1;5;3;2;14]
Q2599,[1;2;3;5]
Q151509,[]
Q25089,[1;2;3;4]
Q324539,[2]
Q7374,[1;2;3;5]
Q1894411,[]
Q3288389,[]
Q1301476,[]
Q454245,[]
Q9161,[1;2;6]
Q13575319,[]
Q4709994,[]
Q7072169,[]
Q6779107,[]
Q2442673,[]
Q5524863,[]
Q4719471,[]
Q12958427,[]
Q5446263,[]
Q7383878,[]
Q4755023,[]
Q5085069,[]
Q15052269,[]
Q3115393,[]
Q121033,[]
Q254,[3;2;1;4;5]
Q5879,[1;2]
Q35064,[1;2;3]
Q1339,[1;6;2;3;4]
Q692,[2;1;3]
Q7243,[1;2]
Q91,[1;2;3;4]
Q937,[1;2;4]
Q22670,[2]
Q1511,[2;3;1]
Q5686,[1;2]
Q1067,[1;3]
Q7833,[]
Q5598,[1]
Q535,[1]
Q37030,[]
Q8016,[1;2;3]
Q41309,[1;2;3;6]
Q154770,[1;13;2]
Q34424,[1;2;3;5;40;8;200;100;4;6]
Q1035,[1;2]
Q7486,[]
Q45909,[2;1]
Q23,[1;2;3;6]
Q7314,[3;2;1;4]
Q76,[1;2;4]
Q192069,[5;7;4;2;1;3]
Q30875,[1;2;3;4]
Q12665,[1]
Q687,[1;2]
Q4700,[1]
Q517,[2;1]
Q7245,[1;2;3]
Q9554,[1;2;10;4;3;7]
Q9215,[1;3]
Q38757,[1]
Q1744,[1;2;100;3;200;5;8]
Q81447,[]
Q7200,[]
Q9916,[1;2;3;5]
Q36661,[1]
Q9701,[1;2;649;619]
Q34969,[1;2;3;4;17]
Q33977,[2;1]
Q9696,[2;1;3;4]
Q46096,[1;2;4;3;5;6]
Q13909,[1;2;3]
Q2567,[1]
Q5682,[1;2;8;4]
Q2492,[1;2]
Q9021,[]
Q11812,[1;3;2;5]
Q9204,[1;2]
Q1043,[1;2;3]
Q742,[1;2]
Q1276,[1;2;3;10]
Q45682,[1;2;3;4;7]
Q882,[1;2]
Q5383,[1;3;2;5;100;4;9;10;40]
Q36591,[]
Q1001,[1;2;3]
Q17790,[3;1;8]
Q2514,[1;2;3]
Q22686,[2;1;3;4]
Q33760,[1]
Q2042,[1;2;3;5]
Q307,[1;2;3;4]
Q5679,[1;2]
Q892,[1;2;3]
Q9061,[1;2;3]
Q9746,[2;1;3;716]
Q151164,[1;2]
Q180962,[1;2]
Q5593,[1;2]
Q991,[1;2]
Q2831,[1;2;5;100;3;10;4;7;13;25]
Q93343,[1;3;2]
Q1203,[1;2;100;10]
Q9235,[3;1;2]
Q4612,[1;2]
Q35610,[2;1]
Q83326,[1;2]
Q7085,[1]
Q42,[1;2;4;3;5;6]
Q9960,[1;2;4]
Q6294,[1;2;3;100;92]
Q7489,[]
