Q3268180,1,NULL,220
Q207,2,2,220
Q8873,1,NULL,219
Q1357821,2,NULL,218
Q36949,2,6,218
Q42511,2,NULL,217
Q366212,1,NULL,216
Q2737,1,NULL,216
Q93284,2,NULL,213
Q40640,1,NULL,212
Q984634,3,NULL,211
Q55468,4,NULL,211
Q335022,1,NULL,210
Q83155,4,NULL,209
Q5203101,1,NULL,209
Q1698,2,NULL,209
Q7374,1,NULL,209
Q192069,1,NULL,208
Q111436,2,NULL,206
Q216406,1,NULL,206
Q9701,35,NULL,206
Q252357,1,NULL,205
Q315819,1,NULL,204
Q1668864,2,NULL,204
Q1686232,2,NULL,204
Q41309,3,NULL,204
Q55469,1,NULL,203
Q102711,2,NULL,202
Q320115,1,NULL,202
Q191748,2,5,201
Q268821,4,NULL,200
Q364342,1,NULL,200
Q9061,4,NULL,200
Q312878,4,NULL,199
Q332632,1,NULL,199
Q6096,NULL,3,199
Q129092,1,NULL,198
Q189729,1,NULL,198
Q36661,2,NULL,198
Q62766,1,1,198
Q8877,1,6,198
Q517,5,NULL,197
Q41076,NULL,2,197
Q312656,1,NULL,196
Q937,3,NULL,196
Q34201,54,NULL,196
Q51575,3,NULL,196
Q154770,5,NULL,194
Q1225,1,NULL,193
Q76364,1,NULL,192
Q7351,2,NULL,192
Q34743,2,NULL,192
Q36153,1,1,192
Q72984,7,NULL,191
Q106418,2,NULL,191
Q56094,3,NULL,191
Q180932,2,NULL,190
Q309945,1,NULL,190
Q7833,2,NULL,190
Q9682,4,NULL,190
Q189758,1,NULL,189
Q991,1,NULL,189
Q1035,8,NULL,189
Q1541,2,NULL,189
Q80135,1,NULL,188
Q131285,1,NULL,188
Q17790,44,NULL,188
Q6060,NULL,2,188
Q154952,3,NULL,187
Q469945,3,NULL,187
Q612167,1,NULL,187
Q9746,54,NULL,187
Q3530125,1,NULL,185
Q55419,3,NULL,185
Q310867,NULL,3,185
Q180861,1,NULL,184
Q785011,2,NULL,184
Q9440,2,NULL,184
Q35500,17,NULL,184
Q55452,1,NULL,184
Q60068,2,NULL,184
Q61074,1,NULL,184
Q55796,4,4,184
Q15935,NULL,2,184
Q40715,NULL,2,184
Q313281,1,NULL,183
Q23,2,0,182
Q299419,3,NULL,181
Q461464,1,NULL,181
Q9319,2,NULL,181
Q83484,3,NULL,180
Q3522919,1,NULL,180
Q107130,2,NULL,179
Q311219,4,NULL,179
Q7489,3,NULL,179
Q373046,NULL,1,178
Q160538,1,NULL,177
Q560178,1,NULL,177
Q38222,2,NULL,177
Q186202,2,NULL,176
Q1523434,1,NULL,176
Q1001,4,NULL,176
Q78874,1,NULL,175
Q183713,3,NULL,175
Q9696,3,4,175
Q72579,1,NULL,174
Q106204,2,NULL,174
Q1043,2,NULL,174
Q8016,5,NULL,174
Q30875,2,NULL,174
Q103784,3,NULL,173
Q111074,1,NULL,173
Q34969,3,NULL,173
Q13909,6,6,173
Q316016,1,NULL,172
Q7245,3,NULL,172
Q9761,38,NULL,172
Q23842,1,NULL,172
Q33978,1,NULL,172
Q40026,5,NULL,172
Q55456,2,NULL,172
Q295093,2,5,172
Q79025,NULL,5,172
Q379171,3,NULL,171
Q25161,3,NULL,171
Q23505,5,6,171
Q219640,2,NULL,170
Q312053,3,NULL,170
Q313243,1,NULL,170
Q318769,1,NULL,170
Q440369,1,NULL,170
Q4700,1,NULL,170
Q9021,1,NULL,170
Q42455,NULL,2,170
Q93957,1,NULL,169
Q104027,4,NULL,169
Q5102063,1,NULL,169
Q868,1,NULL,169
Q8006,1,NULL,169
Q19133,28,NULL,169
Q105487,2,NULL,168
Q449172,1,NULL,168
Q556116,1,NULL,168
Q786545,1,NULL,168
Q104061,NULL,1,168
Q311716,1,NULL,167
Q313956,3,NULL,167
Q349690,1,NULL,167
Q9749,21,NULL,167
Q38337,2,NULL,167
Q38757,3,NULL,167
Q50713,1,NULL,167
Q364681,2,NULL,166
Q1992008,1,NULL,166
Q41585,1,NULL,166
Q46248,1,NULL,166
Q71206,1,NULL,165
Q106529,3,NULL,165
Q81447,1,NULL,164
Q7488,4,NULL,164
Q41688,1,NULL,164
Q55210,1,NULL,164
Q151679,2,NULL,163
Q164735,1,NULL,163
Q187310,7,NULL,163
Q320056,1,NULL,163
Q707336,1,NULL,163
Q4636,1,NULL,163
Q298025,NULL,2,163
Q363823,1,NULL,162
Q41370,10,NULL,162
Q91,4,1,162
Q9535,3,3,162
Q106365,1,3,162
Q91,4,4,162
Q258820,2,NULL,161
Q314914,1,NULL,161
Q7742,16,NULL,161
Q12003,2,NULL,161
Q83338,1,NULL,160
Q106443,1,NULL,159
Q134456,2,NULL,159
Q159862,3,NULL,159
Q289068,2,NULL,159
Q633767,1,NULL,159
Q1785,3,NULL,159
Q5679,3,NULL,159
Q110294,1,NULL,158
Q203215,1,NULL,158
Q504,2,NULL,158
Q9215,2,NULL,158
Q55438,1,NULL,158
Q128121,3,8,158
Q2071,1,4,157
Q230636,1,NULL,156
Q317839,11,NULL,156
Q714,1,NULL,156
Q4612,1,NULL,156
Q7314,1,NULL,156
Q11812,4,6,156
Q166318,1,NULL,155
Q1276,2,NULL,155
Q55170,1,NULL,155
Q106555,1,NULL,154
Q315996,1,NULL,154
Q2646553,3,NULL,154
Q2263,4,NULL,154
Q26372,1,NULL,154
Q36591,1,NULL,154
Q40475,1,NULL,154
Q11975,NULL,2,154
Q191132,1,NULL,153
Q663553,2,NULL,153
Q945890,1,NULL,153
Q2680,3,NULL,153
Q16472,1,NULL,153
Q50764,1,NULL,153
Q56093,1,NULL,153
Q8007,5,6,153
Q207544,2,NULL,152
Q377903,2,NULL,152
Q718246,36,NULL,152
Q1971717,1,NULL,152
Q25014,1,NULL,152
Q26806,1,NULL,152
Q42,1,NULL,152
Q43252,2,NULL,152
Q55407,4,NULL,152
Q9916,2,2,152
Q94081,NULL,4,152
Q124112,1,NULL,151
Q159297,2,NULL,151
Q278980,1,NULL,151
Q380685,1,NULL,151
Q5604,2,NULL,151
Q6078,1,NULL,151
Q37030,6,NULL,151
Q61322,1,NULL,151
Q233748,NULL,2,151
Q104266,1,NULL,150
Q127171,1,NULL,150
Q189527,63,NULL,150
Q298905,2,NULL,150
Q483203,3,NULL,150
Q2042,3,NULL,150
Q12665,2,NULL,150
Q41871,3,NULL,150
Q51552,1,NULL,150
Q55163,1,NULL,150
Q57619,2,NULL,150
Q132952,1,2,150
Q33866,6,6,150
Q144622,2,NULL,149
Q173637,1,NULL,149
Q185647,3,NULL,149
Q212015,2,NULL,149
Q445497,5,NULL,149
Q855,3,NULL,149
Q9753,41,NULL,149
Q273055,1,3,149
Q71243,3,NULL,148
Q181917,1,NULL,148
Q7724,2,NULL,148
Q51490,1,NULL,148
Q16390,1,2,148
Q12382,NULL,2,148
Q77204,1,NULL,147
Q80739,1,NULL,147
Q103788,1,NULL,147
Q106255,1,NULL,147
Q319527,3,NULL,147
Q347879,3,NULL,147
Q6530,1,NULL,147
Q9957,41,NULL,147
Q40096,3,NULL,147
Q42869,1,2,147
Q2685,5,5,147
Q253384,3,NULL,146
Q728158,1,NULL,146
Q2038656,4,NULL,146
Q8009658,1,NULL,146
Q9204,1,NULL,146
Q9439,9,NULL,146
Q19155,2,NULL,146
Q23434,3,NULL,146
Q223992,1,2,146
Q103646,2,NULL,145
Q277665,1,NULL,145
Q721897,1,NULL,145
Q3424313,1,NULL,145
Q8023,5,NULL,145
Q51506,3,NULL,145
Q51545,1,NULL,145
Q34851,2,4,145
Q41594,NULL,2,145
Q65932,1,NULL,144
Q141673,1,NULL,144
Q160528,5,NULL,144
Q215359,1,NULL,144
Q445608,3,NULL,144
Q554689,1,NULL,144
Q726279,63,NULL,144
Q34389,1,NULL,144
Q53003,3,NULL,144
Q37175,2,2,144
Q36105,NULL,7,144
Q207969,1,NULL,143
Q209641,1,NULL,143
Q450986,1,NULL,143
Q11758,3,NULL,143
Q33635,2,NULL,143
Q43270,2,NULL,143
Q9588,2,2,143
Q45682,2,6,143
Q104127,1,NULL,142
Q106544,1,NULL,142
Q106940,1,NULL,142
Q179982,1,NULL,142
Q194333,2,NULL,142
Q315258,1,NULL,142
Q454945,4,NULL,142
Q978158,1,NULL,142
Q873,4,NULL,142
Q7346,1,NULL,142
Q9049,1,NULL,142
Q9755,19,NULL,142
Q16297,3,NULL,142
Q48305,1,NULL,142
Q162389,2,NULL,141
Q193300,2,NULL,141
Q1192,3,NULL,141
Q4573,1,NULL,141
Q39803,2,NULL,141
Q51581,1,NULL,141
Q47100,NULL,2,141
Q85134,1,NULL,140
Q209050,3,NULL,140
Q179497,1,3,140
Q1401,NULL,9,140
Q83410,1,NULL,139
Q103946,1,NULL,139
Q133050,1,NULL,139
Q184572,4,NULL,139
Q433903,3,NULL,139
Q435324,1,NULL,139
Q647830,1,NULL,139
Q716493,1,NULL,139
Q7532374,2,NULL,139
Q8349,1,NULL,139
Q9965,9,NULL,139
Q39792,1,NULL,139
Q155669,8,NULL,138
Q190523,1,NULL,138
Q49001,1,NULL,138
Q212873,3,NULL,137
Q946859,1,NULL,137
Q3595242,3,NULL,137
Q8298,2,NULL,137
Q33760,3,NULL,137
Q53002,1,NULL,137
Q23685,2,4,137
Q266670,NULL,1,137
Q83158,1,NULL,136
Q106685,1,NULL,136
Q170572,1,NULL,136
Q315728,2,NULL,136
Q333632,1,NULL,136
Q355125,1,NULL,136
Q722733,1,NULL,136
Q539,8,NULL,136
Q1403,2,NULL,136
Q9760,37,NULL,136
Q9825,23,NULL,136
Q48337,1,NULL,136
Q55400,2,NULL,136
Q2492,1,8,136
Q106303,1,NULL,135
Q151973,4,NULL,135
Q296367,24,NULL,135
Q2001,1,NULL,135
Q44709,1,NULL,135
Q49481,1,NULL,135
Q53034,1,NULL,135
Q60876,1,NULL,135
Q6294,1,1,135
Q78454,14,16,135
Q78454,14,13,135
Q215072,NULL,1,135
Q78469,2,NULL,134
Q117012,2,NULL,134
Q1451173,2,NULL,134
Q34529,1,NULL,134
Q38370,5,NULL,134
Q35332,6,6,134
Q151509,45,NULL,133
Q209662,2,NULL,133
Q430212,1,NULL,133
Q908933,2,NULL,133
Q46096,2,NULL,133
Q49074,2,NULL,133
Q82110,1,NULL,132
Q153248,1,NULL,132
Q687,1,NULL,132
Q6722,1,NULL,132
Q42745,1,NULL,132
Q437254,1,2,132
Q4496,1,5,132
Q103876,2,NULL,131
Q217167,8,NULL,131
Q244234,2,NULL,131
Q983043,2,NULL,131
Q1684856,4,NULL,131
Q307,2,NULL,131
Q7604,1,NULL,131
Q214227,NULL,6,131
Q106036,1,NULL,130
Q108366,1,NULL,130
Q333178,9,NULL,130
Q347139,1,NULL,130
Q489831,1,NULL,130
Q9191,1,NULL,130
Q166646,NULL,6,130
Q208681,NULL,8,130
Q76428,1,NULL,129
Q108283,2,NULL,129
Q188176,1,NULL,129
Q312789,2,NULL,129
Q635,4,NULL,129
Q8018,1,NULL,129
Q9700,41,NULL,129
Q14277,1,NULL,129
Q34012,6,NULL,129
Q57298,7,NULL,129
Q93172,57,NULL,128
Q122248,7,NULL,128
Q193645,3,NULL,128
Q199943,1,NULL,128
Q208667,4,NULL,128
Q744955,1,NULL,128
Q1365463,2,NULL,128
Q1768,1,NULL,128
Q6882,1,NULL,128
Q32500,7,NULL,128
Q53011,1,2,128
Q37459,2,4,128
Q294583,NULL,3,128
Q42229,NULL,9,128
Q93188,1,NULL,127
Q119798,1,NULL,127
Q127318,15,NULL,127
Q180387,10,NULL,127
Q191037,3,NULL,127
Q213512,4,NULL,127
Q313498,1,NULL,127
Q552619,1,NULL,127
Q5586,2,NULL,127
Q47152,1,NULL,127
Q48319,1,NULL,127
Q9640,2,2,127
Q131814,2,2,127
Q104067,NULL,3,127
Q125121,NULL,4,127
Q483118,NULL,3,127
Q3521977,NULL,3,127
Q106775,3,NULL,126
Q161419,53,NULL,126
Q172911,1,NULL,126
Q193653,1,NULL,126
Q206856,1,NULL,126
Q540431,1,NULL,126
Q774270,2,NULL,126
Q2347152,3,NULL,126
Q3401588,3,NULL,126
Q7747,2,NULL,126
Q16397,2,NULL,126
Q25100,1,NULL,126
Q51583,1,NULL,126
Q104000,2,NULL,125
Q106126,1,NULL,125
Q140201,1,NULL,125
Q152929,2,NULL,125
Q170373,1,NULL,125
Q177984,2,NULL,125
Q243430,2,NULL,125
Q270691,2,NULL,125
Q460095,1,NULL,125
Q554787,1,NULL,125
Q3454165,1,NULL,125
Q2567,4,NULL,125
Q7322,2,NULL,125
Q8409,1,NULL,125
Q37340,15,NULL,125
Q48226,1,NULL,125
Q80938,1,3,125
Q503717,2,4,125
Q133151,6,5,125
Q58444,NULL,2,125
Q56008,NULL,2,125
Q104372,1,NULL,124
Q105960,1,NULL,124
Q195365,1,NULL,124
Q309640,1,NULL,124
Q51488,3,NULL,124
Q36268,NULL,1,124
Q95043,1,NULL,123
Q106573,1,NULL,123
Q184216,51,NULL,123
Q183187,5,NULL,123
Q778789,1,NULL,123
Q2009573,1,NULL,123
Q49702,31,NULL,123
Q55211,2,NULL,123
Q11930,1,7,123
Q95002,NULL,3,123
Q642876,NULL,1,123
Q43994,NULL,3,123
Q103894,1,NULL,122
Q206685,1,NULL,122
Q234897,1,NULL,122
Q371280,1,NULL,122
Q557,2,NULL,122
Q8479,7,NULL,122
Q9235,1,NULL,122
Q9703,12,NULL,122
Q17714,3,NULL,122
Q25310,11,NULL,122
Q81520,4,5,122
Q434291,2,6,122
Q41548,NULL,1,122
Q93354,1,NULL,121
Q104919,1,NULL,121
Q159606,1,NULL,121
Q213574,1,NULL,121
Q244206,10,NULL,121
Q367825,6,NULL,121
Q436784,1,NULL,121
Q534601,2,NULL,121
Q552440,1,NULL,121
Q958109,1,NULL,121
Q1237612,1,NULL,121
Q9763,13,NULL,121
Q52997,1,NULL,121
Q55207,4,NULL,121
Q56005,3,NULL,121
Q61881,1,NULL,121
Q43432,1,1,121
Q34296,3,3,121
Q121507,NULL,2,121
Q676094,NULL,2,121
Q69339,2,NULL,120
Q81082,1,NULL,120
Q95026,1,NULL,120
Q130221,8,NULL,120
Q171411,10,NULL,120
Q185165,1,NULL,120
Q313333,11,NULL,120
Q321344,3,NULL,120
Q1097113,2,NULL,120
Q2005146,1,NULL,120
Q2627927,2,NULL,120
Q3816,1,NULL,120
Q7085,4,NULL,120
Q40826,3,NULL,120
Q41142,3,NULL,120
Q76358,1,NULL,119
Q76943,1,NULL,119
Q104049,1,NULL,119
Q461111,2,NULL,119
Q1101883,2,NULL,119
Q1048,3,NULL,119
Q2038,3,NULL,119
Q8027,5,NULL,119
Q20875,6,NULL,119
Q150943,3,3,119
Q202735,NULL,4,119
Q79999,46,NULL,118
Q269094,1,NULL,118
Q547495,2,NULL,118
Q718206,14,NULL,118
Q2695156,6,NULL,118
Q410,3,NULL,118
Q36290,3,NULL,118
Q43247,3,NULL,118
Q44221,2,NULL,118
Q47365,4,NULL,118
Q2514,3,4,118
Q128799,NULL,2,118
Q209471,NULL,6,118
Q483907,NULL,2,118
Q745414,NULL,4,118
Q94123,1,NULL,117
Q95034,2,NULL,117
Q105320,1,NULL,117
Q130822,12,NULL,117
Q158861,60,NULL,117
Q160009,1,NULL,117
Q173158,1,NULL,117
Q180975,1,NULL,117
Q183532,1,NULL,117
Q204077,31,NULL,117
Q208301,1,NULL,117
Q270662,1,NULL,117
Q433417,2,NULL,117
Q451631,2,NULL,117
Q607280,1,NULL,117
Q1390614,1,NULL,117
Q3520698,1,NULL,117
Q2750,2,NULL,117
Q11637,2,NULL,117
Q108510,NULL,2,117
Q345212,NULL,2,117
Q29250,NULL,6,117
Q83326,2,NULL,116
Q210148,1,NULL,116
Q308840,2,NULL,116
Q314805,1,NULL,116
Q317832,2,NULL,116
Q3351160,1,NULL,116
Q7186,2,NULL,116
Q16345,2,NULL,116
Q25973,1,NULL,116
Q43697,1,NULL,116
Q55422,1,NULL,116
Q56158,1,NULL,116
Q59215,1,NULL,116
Q9557,NULL,3,116
Q93343,1,NULL,115
Q154232,2,NULL,115
Q180962,4,NULL,115
Q194436,1,NULL,115
Q202725,3,NULL,115
Q228546,3,NULL,115
Q232333,1,NULL,115
Q242729,1,NULL,115
Q247005,1,NULL,115
Q313046,1,NULL,115
Q316307,3,NULL,115
Q409,8,NULL,115
Q913,2,NULL,115
Q3044,19,NULL,115
Q6538,1,NULL,115
Q80405,NULL,2,115
Q165518,NULL,4,115
Q168724,NULL,2,115
Q69236,1,NULL,114
Q151321,14,NULL,114
Q299979,1,NULL,114
Q5682,1,NULL,114
Q10390,4,NULL,114
Q19673,2,4,114
Q2673,1,5,114
Q11256,2,8,114
Q93227,1,12,114
Q43874,NULL,9,114
Q72653,7,NULL,113
Q79904,2,NULL,113
Q152513,2,NULL,113
Q188018,1,NULL,113
Q191084,1,NULL,113
Q236630,1,NULL,113
Q312107,1,NULL,113
Q357001,1,NULL,113
Q552819,3,NULL,113
Q603216,1,NULL,113
Q6149476,1,NULL,113
Q10721270,1,NULL,113
Q39619,12,NULL,113
Q57391,4,NULL,113
Q62547,1,NULL,113
Q37079,1,3,113
Q171905,NULL,2,113
Q223117,NULL,4,113
Q297816,NULL,4,113
Q81506,7,NULL,112
Q101384,16,NULL,112
Q117783,1,NULL,112
Q200768,1,NULL,112
Q318261,1,NULL,112
Q346280,2,NULL,112
Q366266,2,NULL,112
Q366956,1,NULL,112
Q454464,1,NULL,112
Q864092,1,NULL,112
Q1370701,1,NULL,112
Q3161332,4,NULL,112
Q7273860,1,NULL,112
Q7304,1,NULL,112
Q39212,2,NULL,112
Q43044,3,NULL,112
Q190631,1,1,112
Q193048,1,3,112
Q167573,3,4,112
Q76895,NULL,4,112
Q924567,NULL,2,112
Q91608,1,NULL,111
Q95019,1,NULL,111
Q160852,4,NULL,111
Q182589,2,NULL,111
Q193146,2,NULL,111
Q205148,1,NULL,111
Q229276,1,NULL,111
Q310453,9,NULL,111
Q313522,1,NULL,111
Q325130,2,NULL,111
Q1273317,1,NULL,111
Q23559,6,NULL,111
Q32439,1,NULL,111
Q34417,6,NULL,111
Q7906210,1,3,111
Q383420,3,4,111
Q103939,3,5,111
Q158745,NULL,2,111
Q208590,NULL,3,111
Q121973,1,NULL,110
Q131706,16,NULL,110
Q193236,1,NULL,110
Q230131,5,NULL,110
Q437143,2,NULL,110
Q712690,5,NULL,110
Q718195,14,NULL,110
Q6373530,1,NULL,110
Q7523,17,NULL,110
Q30876,2,NULL,110
Q40904,2,NULL,110
Q42930,1,NULL,110
Q43523,1,NULL,110
Q47484,1,NULL,110
Q170587,NULL,2,110
Q130586,1,NULL,109
Q167520,2,NULL,109
Q189526,3,NULL,109
Q233046,1,NULL,109
Q299993,1,NULL,109
Q309974,1,NULL,109
Q518966,1,NULL,109
Q3536892,1,NULL,109
Q720,14,NULL,109
Q5878,1,NULL,109
Q7771,10,NULL,109
Q51564,1,NULL,109
Q229990,2,2,109
Q37134,7,10,109
Q313588,NULL,2,109
Q965379,NULL,3,109
Q1545,NULL,1,109
Q40791,NULL,1,109
Q83171,12,NULL,108
Q94882,1,NULL,108
Q95055,2,NULL,108
Q119935,1,NULL,108
Q157322,1,NULL,108
Q166623,2,NULL,108
Q182580,1,NULL,108
Q184212,1,NULL,108
Q201392,1,NULL,108
Q202172,1,NULL,108
Q294912,1,NULL,108
Q315587,4,NULL,108
Q316654,19,NULL,108
Q318462,1,NULL,108
Q334822,1,NULL,108
Q345517,2,NULL,108
Q348209,3,NULL,108
Q677496,1,NULL,108
Q5594,1,NULL,108
Q7225,12,NULL,108
Q7934,1,NULL,108
Q122020,NULL,1,108
Q161916,NULL,2,108
Q189415,NULL,4,108
Q333475,NULL,5,108
Q25078,NULL,3,108
Q42786,NULL,2,108
Q80596,1,NULL,107
Q126188,13,NULL,107
Q151075,16,NULL,107
Q171128,2,NULL,107
Q182655,5,NULL,107
Q191064,1,NULL,107
Q209615,1,NULL,107
Q217715,1,NULL,107
Q259593,1,NULL,107
Q259986,1,NULL,107
Q296630,1,NULL,107
Q378157,2,NULL,107
Q470798,1,NULL,107
Q831169,3,NULL,107
Q1076775,6,NULL,107
Q3375172,2,NULL,107
Q742,1,NULL,107
Q765,1,NULL,107
Q4028,1,NULL,107
Q8743,5,NULL,107
Q40523,3,NULL,107
Q62310,2,NULL,107
Q42101,1,4,107
Q231911,NULL,1,107
Q232052,NULL,2,107
Q37876,NULL,1,107
Q71273,1,NULL,106
Q81685,2,NULL,106
Q107933,1,NULL,106
Q130834,13,NULL,106
Q152843,1,NULL,106
Q160640,1,NULL,106
Q166562,1,NULL,106
Q171977,15,NULL,106
Q184226,1,NULL,106
Q186485,1,NULL,106
Q191423,1,NULL,106
Q205314,2,NULL,106
Q222944,1,NULL,106
Q231259,5,NULL,106
Q269412,6,NULL,106
Q312325,16,NULL,106
Q465681,8,NULL,106
Q1033656,2,NULL,106
Q2140000,1,NULL,106
Q2689880,1,NULL,106
Q3191765,1,NULL,106
Q3345399,1,NULL,106
Q7585727,2,NULL,106
Q8442,2,NULL,106
Q42544,4,NULL,106
Q108941,1,1,106
Q218503,1,3,106
Q395274,4,4,106
Q125106,NULL,1,106
Q173585,NULL,3,106
Q44410,NULL,2,106
Q103774,3,NULL,105
Q216896,2,NULL,105
Q269927,2,NULL,105
Q284007,1,NULL,105
Q287607,1,NULL,105
Q306759,2,NULL,105
Q311271,1,NULL,105
Q317817,2,NULL,105
Q318263,3,NULL,105
Q320229,20,NULL,105
Q433979,2,NULL,105
Q436726,1,NULL,105
Q527735,1,NULL,105
Q531461,2,NULL,105
Q727786,1,NULL,105
Q834621,1,NULL,105
Q902649,2,NULL,105
Q1691552,1,NULL,105
Q3595480,3,NULL,105
Q4605,1,NULL,105
Q109232,1,1,105
Q434060,2,2,105
Q83492,NULL,3,105
Q102124,NULL,1,105
Q125017,NULL,3,105
Q158250,NULL,2,105
Q205435,NULL,2,105
Q69382,1,NULL,104
Q171745,1,NULL,104
Q188375,1,NULL,104
Q310394,3,NULL,104
Q334351,16,NULL,104
Q345494,1,NULL,104
Q354496,1,NULL,104
Q576362,3,NULL,104
Q726398,1,NULL,104
Q3345031,2,NULL,104
Q4260294,1,NULL,104
Q5284,3,NULL,104
Q7732,4,NULL,104
Q9181,8,NULL,104
Q9891,28,NULL,104
Q11860,5,NULL,104
Q25351,1,NULL,104
Q60953,1,NULL,104
Q11806,4,6,104
Q162492,NULL,3,104
Q203138,NULL,2,104
Q296028,NULL,1,104
Q72614,1,NULL,103
Q84365,1,NULL,103
Q114063,1,NULL,103
Q134549,3,NULL,103
Q201732,2,NULL,103
Q263696,2,NULL,103
Q271324,1,NULL,103
Q276269,1,NULL,103
Q309989,3,NULL,103
Q310493,1,NULL,103
Q444591,1,NULL,103
Q455703,2,NULL,103
Q1392676,1,NULL,103
Q4260394,3,NULL,103
Q9886,17,NULL,103
Q51056,4,NULL,103
Q11613,1,1,103
Q2516,1,2,103
Q5816,6,10,103
Q166420,NULL,2,103
Q175104,NULL,2,103
Q201279,NULL,3,103
Q450429,NULL,1,103
Q16296,NULL,2,103
Q43723,NULL,3,103
Q122553,13,NULL,102
Q128245,5,NULL,102
Q137042,1,NULL,102
Q180224,1,NULL,102
Q193346,1,NULL,102
Q204336,1,NULL,102
Q310217,1,NULL,102
Q312129,1,NULL,102
Q313545,2,NULL,102
Q318736,1,NULL,102
Q334970,1,NULL,102
Q337226,2,NULL,102
Q466508,2,NULL,102
Q679016,1,NULL,102
Q945605,1,NULL,102
Q1373377,2,NULL,102
Q329,4,NULL,102
Q2677,7,NULL,102
Q9077,2,NULL,102
Q15193,4,NULL,102
Q41523,2,NULL,102
Q64240,1,NULL,102
Q130742,NULL,1,102
Q181799,NULL,3,102
Q490240,NULL,4,102
Q155712,1,NULL,101
Q157004,3,NULL,101
Q167856,1,NULL,101
Q201034,1,NULL,101
Q218679,1,NULL,101
Q240526,2,NULL,101
Q314275,2,NULL,101
Q315723,1,NULL,101
Q348351,1,NULL,101
Q439717,19,NULL,101
Q458658,1,NULL,101
Q543169,1,NULL,101
Q936976,13,NULL,101
Q3499526,6,NULL,101
Q1716,1,NULL,101
Q5581,1,NULL,101
Q5809,1,NULL,101
Q7356,31,NULL,101
Q8413,6,NULL,101
Q9458,7,NULL,101
Q30487,1,NULL,101
Q9582,4,4,101
Q22686,5,5,101
Q231255,5,5,101
Q252290,NULL,2,101
Q83233,2,NULL,100
Q131412,1,NULL,100
Q161389,1,NULL,100
Q263730,3,NULL,100
Q294641,2,NULL,100
Q314846,21,NULL,100
Q369416,1,NULL,100
Q465830,3,NULL,100
Q691402,10,NULL,100
Q1616048,1,NULL,100
Q2761358,3,NULL,100
Q3119417,2,NULL,100
Q7122,1,NULL,100
Q7416,2,NULL,100
Q23481,3,NULL,100
Q28998,1,NULL,100
Q47595,12,NULL,100
Q55394,1,NULL,100
Q11813,1,1,100
Q132616,2,2,100
Q35648,3,3,100
Q232902,NULL,1,100
Q690974,NULL,1,100
